,date,matchLength,sum_matchLength_home,sum_matchLength_away,homeContestantId,awayContestantId,player_stats_home,player_stats_away,substitutions_home,substitutions_away,MatchStatsHome,MatchStatsAway,SchotenOpDoel_Home,SchotenOpDoel_Away,GoalCounter,AssistCounter,minsPlayedCounter,penaltyHome,penaltyAway,match
0,vr 05 aug 2022,93,93,93,4vd2t5schmvvufrfib7f2vjdf,89w5c6pw7vn0dxypi61tt0g4k,"[{'playerName': 'Noppert', 'playerId': 'awih1xkabe5o6afn6d85ilxw5', 'accuratePass': '37', 'saves': '1', 'totalPass': '51', 'minsPlayed': 93, 'Pass_accuracy': 72.55}, {'playerName': 'van Aken', 'playerId': 'axgbibg0wdlir6tsrru6rpwph', 'totalPass': '74', 'accuratePass': '62', 'minsPlayed': 93, 'Pass_accuracy': 83.78}, {'playerName': 'Bochniewicz', 'playerId': '1tj9gmnm02s8f12zwzvuwnoph', 'accuratePass': '46', 'totalPass': '59', 'score_pogingen': '1', 'minsPlayed': 93, 'Pass_accuracy': 77.97}, {'playerName': 'van Beek', 'playerId': '9hvw1v4douz0kst032a9l853p', 'minsPlayed': 93, 'totalPass': '82', 'accuratePass': '74', 'Pass_accuracy': 90.24}, {'playerName': 'Kaib', 'playerId': '9hybzhhut4ac2xinqk7kzzpwp', 'totalPass': '31', 'accuratePass': '17', 'minsPlayed': '78', 'score_pogingen': '1', 'Pass_accuracy': 54.84}, {'playerName': 'van Ewijk', 'playerId': 'etzj9ltadjsvkmahib7hor90q', 'totalPass': '31', 'accuratePass': '28', 'minsPlayed': 93, 'score_pogingen': '1', 'Pass_accuracy': 90.32}, {'playerName': 'Köhlert', 'playerId': '8wb6zb0imo0295asm428cur55', 'accuratePass': '27', 'totalPass': '34', 'score_pogingen': '2', 'minsPlayed': 93, 'Pass_accuracy': 79.41}, {'playerName': 'Haye', 'playerId': '7jtag81mvpom3bfgezx8txbdh', 'accuratePass': '53', 'totalPass': '66', 'score_pogingen': '2', 'minsPlayed': '86', 'Pass_accuracy': 80.3}, {'playerName': 'Tahiri', 'playerId': '7m3uhmmzizwmpk64dw750pn11', 'minsPlayed': 93, 'totalPass': '42', 'accuratePass': '39', 'Pass_accuracy': 92.86}, {'playerName': 'Sarr', 'playerId': 'amvonu36at4dg7ksi1ioczi3u', 'score_pogingen': '1', 'minsPlayed': 93, 'accuratePass': '17', 'totalPass': '21', 'Pass_accuracy': 80.95}, {'playerName': '🟨 van Hooijdonk', 'playerId': 'dc4n5ylytswddlvd82snkb90q', 'minsPlayed': 93, 'score_pogingen': '3', 'totalPass': '23', 'accuratePass': '18', 'Pass_accuracy': 78.26}]","[{'playerName': 'Olij', 'playerId': 'eamuyjut271ytghb2q4ljqbpx', 'totalPass': '24', 'saves': '2', 'accuratePass': '17', 'minsPlayed': 93, 'Pass_accuracy': 70.83}, {'playerName': 'Gonçalves Pinto', 'playerId': '5el82g04yvl9ai8ws8pxbvaad', 'accuratePass': '52', 'totalPass': '59', 'minsPlayed': 93, 'Pass_accuracy': 88.14}, {'playerName': 'Eerdhuijzen', 'playerId': 'ubuh5wgnl0o5bn3wirdmectm', 'score_pogingen': '1', 'minsPlayed': '78', 'accuratePass': '53', 'totalPass': '55', 'Pass_accuracy': 96.36}, {'playerName': 'Vriends', 'playerId': '5gs7jd1eigk4jisxbr9a1yvp', 'minsPlayed': 93, 'totalPass': '73', 'accuratePass': '64', 'Pass_accuracy': 87.67}, {'playerName': 'Abels', 'playerId': 'cixzy9hl7ks4maugc5zc9ievp', 'minsPlayed': 93, 'score_pogingen': '1', 'totalPass': '75', 'accuratePass': '57', 'Pass_accuracy': 76.0}, {'playerName': 'de Guzmán', 'playerId': '6w59kdfilru1152bjutstu2fp', 'minsPlayed': '74', 'score_pogingen': '1', 'totalPass': '42', 'accuratePass': '33', 'Pass_accuracy': 78.57}, {'playerName': '🟨 Verschueren', 'playerId': '723av2redj2ej6livx0g81wwl', 'minsPlayed': '74', 'score_pogingen': '1', 'totalPass': '24', 'accuratePass': '14', 'Pass_accuracy': 58.33}, {'playerName': 'van Crooij', 'playerId': '2nwthqvbk70e2qo35dgp35979', 'minsPlayed': 93, 'score_pogingen': '3', 'totalPass': '32', 'accuratePass': '25', 'Pass_accuracy': 78.12}, {'playerName': 'Namli', 'playerId': 'dficbkp6sp4kw7xihaxneozpx', 'totalPass': '45', 'accuratePass': '37', 'minsPlayed': '78', 'score_pogingen': '3', 'Pass_accuracy': 82.22}, {'playerName': 'Eyenga Lokilo', 'playerId': '5iyutg9qg6bfnwuieghj5wktm', 'score_pogingen': '1', 'minsPlayed': 93, 'accuratePass': '38', 'totalPass': '43', 'Pass_accuracy': 88.37}, {'playerName': 'Lauritsen', 'playerId': '6q77vt9bp8dsq48pa97mfzsa1', 'totalPass': '15', 'accuratePass': '7', 'minsPlayed': '78', 'Pass_accuracy': 46.67}]","[{'playerOnName': 'T. Halilović', 'playerOffName': 'R. Kaib', 'playerId': 'aie09n600h7ozeg6zl6anithx', 'playerOffId': '9hybzhhut4ac2xinqk7kzzpwp', 'timeMin': 78, 'minsPlayed': 15, 'subReason': 'Tactical'}, {'playerOnName': 'S. Olsson', 'playerOffName': 'T. Haye', 'playerId': '60fbyywnjiz6l8n7gmi2mjld5', 'playerOffId': '7jtag81mvpom3bfgezx8txbdh', 'timeMin': 86, 'minsPlayed': 7, 'subReason': 'Injury'}]","[{'playerOnName': 'S. Mijnans', 'playerOffName': '🟨 A. Verschueren', 'playerId': '7jpreaads35pnnfqbn7hmrmy', 'playerOffId': '723av2redj2ej6livx0g81wwl', 'timeMin': 74, 'minsPlayed': 19, 'subReason': 'Tactical'}, {'playerOnName': 'J. van Mullem', 'playerOffName': 'J. de Guzmán', 'playerId': '6ovzd9akutufagsd8kmxmsei2', 'playerOffId': '6w59kdfilru1152bjutstu2fp', 'timeMin': 74, 'minsPlayed': 19, 'subReason': 'Tactical'}, {'playerOnName': 'O. Rekik', 'playerOffName': 'T. Lauritsen', 'playerId': '530w8musao16dfntha5ykpuga', 'playerOffId': '6q77vt9bp8dsq48pa97mfzsa1', 'timeMin': 78, 'minsPlayed': 15, 'subReason': 'Tactical'}, {'playerOnName': 'M. Engels', 'playerOffName': 'M. Eerdhuijzen', 'playerId': '5bm516z74pbsyfemsathj3umt', 'playerOffId': 'ubuh5wgnl0o5bn3wirdmectm', 'timeMin': 78, 'minsPlayed': 15, 'subReason': 'Tactical'}, {'playerOnName': 'J. Kitolano', 'playerOffName': 'Y. Namli', 'playerId': '8n9t52eeli3s39r8ujjhjt7je', 'playerOffId': 'dficbkp6sp4kw7xihaxneozpx', 'timeMin': 78, 'minsPlayed': 15, 'subReason': 'Tactical'}]","[{'SchotenOpDoel': '3', 'playerName': 'Sydney van Hooijdonk', 'playerId': 'dc4n5ylytswddlvd82snkb90q'}, {'SchotenOpDoel': '2', 'playerName': 'Mats Köhlert', 'playerId': '8wb6zb0imo0295asm428cur55'}, {'SchotenOpDoel': '2', 'playerName': 'Thom Jan Marinus Haye', 'playerId': '7jtag81mvpom3bfgezx8txbdh'}, {'SchotenOpDoel': '1', 'playerName': 'Paweł Piotr Bochniewicz', 'playerId': '1tj9gmnm02s8f12zwzvuwnoph'}, {'SchotenOpDoel': '1', 'playerName': 'Rami Kaib', 'playerId': '9hybzhhut4ac2xinqk7kzzpwp'}, {'SchotenOpDoel': '1', 'playerName': 'Milan Fabrizio van Ewijk', 'playerId': 'etzj9ltadjsvkmahib7hor90q'}, {'SchotenOpDoel': '1', 'playerName': 'Amin Sarr', 'playerId': 'amvonu36at4dg7ksi1ioczi3u'}]","[{'SchotenOpDoel': '3', 'playerName': 'Vito van Crooij', 'playerId': '2nwthqvbk70e2qo35dgp35979'}, {'SchotenOpDoel': '3', 'playerName': 'Younes Namli', 'playerId': 'dficbkp6sp4kw7xihaxneozpx'}, {'SchotenOpDoel': '1', 'playerName': 'Mike Eerdhuijzen', 'playerId': 'ubuh5wgnl0o5bn3wirdmectm'}, {'SchotenOpDoel': '1', 'playerName': 'Dirk Abels', 'playerId': 'cixzy9hl7ks4maugc5zc9ievp'}, {'SchotenOpDoel': '1', 'playerName': 'Jonathan Alexander de Guzmán', 'playerId': '6w59kdfilru1152bjutstu2fp'}, {'SchotenOpDoel': '1', 'playerName': 'Arno Verschueren', 'playerId': '723av2redj2ej6livx0g81wwl'}, {'SchotenOpDoel': '1', 'playerName': 'Jason Eyenga Lokilo', 'playerId': '5iyutg9qg6bfnwuieghj5wktm'}, {'SchotenOpDoel': '1', 'playerName': 'Joshua Gaston Kitolano', 'playerId': '8n9t52eeli3s39r8ujjhjt7je'}, {'SchotenOpDoel': '1', 'playerName': 'Sven Mijnans', 'playerId': '7jpreaads35pnnfqbn7hmrmy'}]",11,13,{},{},"{'Noppert': 93, 'van Aken': 93, 'Bochniewicz': 93, 'van Beek': 93, 'Kaib': 78, 'van Ewijk': 93, 'Köhlert': 93, 'Haye': 86, 'Tahiri': 93, 'Sarr': 93, '🟨 van Hooijdonk': 93, 'Olij': 93, 'Gonçalves Pinto': 93, 'Eerdhuijzen': 78, 'Vriends': 93, 'Abels': 93, 'de Guzmán': 74, '🟨 Verschueren': 74, 'van Crooij': 93, 'Namli': 78, 'Eyenga Lokilo': 93, 'Lauritsen': 78, 'T. Halilović': 15, 'S. Olsson': 7, 'S. Mijnans': 19, 'J. van Mullem': 19, 'O. Rekik': 15, 'M. Engels': 15, 'J. Kitolano': 15}",[],[],Heerenveen vs Sparta Rotterdam
1,za 06 aug 2022,95,95,95,3ebril33e08ddzob4bhq8awsr,d0zdg647gvgc95xdtk1vpbkys,"[{'playerName': 'van Osch', 'playerId': '67v3pc4c8yomh3hg3w0257oid', 'minsPlayed': 95, 'accuratePass': '18', 'totalPass': '29', 'saves': '1', 'Pass_accuracy': 62.07}, {'playerName': 'Cox', 'playerId': 'b2h6iojtnu8rzb81vw4rbfrop', 'minsPlayed': 95, 'score_pogingen': '1', 'totalPass': '14', 'accuratePass': '5', 'Pass_accuracy': 35.71}, {'playerName': 'Siovas', 'playerId': '7t19aebk75lrt41hmclk18mhh', 'minsPlayed': 95, 'totalPass': '24', 'accuratePass': '17', 'Pass_accuracy': 70.83}, {'playerName': 'Guth', 'playerId': '9fpb7g8ij9dqtuqhnimy5fap5', 'minsPlayed': '78', 'accuratePass': '17', 'totalPass': '25', 'Pass_accuracy': 68.0}, {'playerName': 'Tirpan', 'playerId': '4e6yz7j1xjd7b6oyv078q8edx', 'score_pogingen': '2', 'minsPlayed': 95, 'accuratePass': '9', 'totalPass': '12', 'Pass_accuracy': 75.0}, {'playerName': 'Duarte', 'playerId': '5fnmjp63t7m9fg3y2fcw6z015', 'accuratePass': '13', 'totalPass': '23', 'minsPlayed': 95, 'Pass_accuracy': 56.52}, {'playerName': 'Erdoğan', 'playerId': 'cozhhgt0jbcuu4wdxf1pwjkyd', 'accuratePass': '11', 'totalPass': '17', 'score_pogingen': '1', 'minsPlayed': '66', 'Pass_accuracy': 64.71}, {'playerName': '🟨 Seuntjens', 'playerId': 'atbvv2os8m7nfs0p128w5a6l1', 'minsPlayed': 95, 'accuratePass': '6', 'totalPass': '8', 'Pass_accuracy': 75.0}, {'playerName': '🟨 Ferati', 'playerId': '9trasqdd75zjxz4kzplb64xjp', 'goalAssist': '1', 'accuratePass': '20', 'totalPass': '24', 'score_pogingen': '2', 'minsPlayed': 95, 'Pass_accuracy': 83.33}, {'playerName': 'Noslin', 'playerId': '71gwdg60saiwwwnnv6is52may', 'totalPass': '11', 'accuratePass': '6', 'minsPlayed': '66', 'score_pogingen': '1', 'Pass_accuracy': 54.55}, {'playerName': '🟨 Gladon', 'playerId': '3jkzywsfc2vjq3h1kqdhhl2hh', 'accuratePass': '10', 'totalPass': '19', 'score_pogingen': '2', 'minsPlayed': 95, 'Pass_accuracy': 52.63}]","[{'playerName': 'Pasveer', 'playerId': '7w5ivtmbqzi4hfte330r1a505', 'totalPass': '36', 'accuratePass': '23', 'minsPlayed': 95, 'Pass_accuracy': 63.89}, {'playerName': 'Wijndal', 'playerId': 'dafbvyorudvujxw7zswicykmh', 'totalPass': '52', 'accuratePass': '45', 'minsPlayed': 95, 'Pass_accuracy': 86.54}, {'playerName': 'Schuurs', 'playerId': '2j09251upkf2aid3lfyyos0dl', 'accuratePass': '37', 'totalPass': '41', 'minsPlayed': '45', 'Pass_accuracy': 90.24}, {'playerName': 'Timber', 'playerId': 'aqlakf0mo95rlktf6xdbaegh5', 'minsPlayed': 95, 'totalPass': '65', 'accuratePass': '56', 'Pass_accuracy': 86.15}, {'playerName': 'Rensch', 'playerId': '6sg2ot7z9kfyrlgjkmpqvejqi', 'score_pogingen': '1', 'minsPlayed': '74', 'accuratePass': '28', 'totalPass': '34', 'Pass_accuracy': 82.35}, {'playerName': 'Taylor', 'playerId': '35qg0rrwtl00pycx468s62m3u', 'minsPlayed': 95, 'score_pogingen': '2', 'totalPass': '58', 'accuratePass': '52', 'Pass_accuracy': 89.66}, {'playerName': 'Blind', 'playerId': '3kx4mltrob4yta5g6kr2u8ic5', 'totalPass': '87', 'accuratePass': '79', 'minsPlayed': 95, 'Pass_accuracy': 90.8}, {'playerName': 'Berghuis', 'playerId': '7joybllup4h9oe6zfhcepjy6t', 'accuratePass': '21', 'totalPass': '25', 'minsPlayed': '45', 'Pass_accuracy': 84.0}, {'playerName': 'Bergwijn', 'playerId': '6hrp4zuxh40i3tccmk5s0j5xx', 'score_pogingen': '2', 'minsPlayed': '89', 'accuratePass': '32', 'totalPass': '41', 'Pass_accuracy': 78.05}, {'playerName': 'Tadić', 'playerId': '6m2pk6odyb3atayt6u8cifahh', 'minsPlayed': 95, 'score_pogingen': '2', 'totalPass': '55', 'accuratePass': '45', 'goalAssist': '1', 'Pass_accuracy': 81.82}, {'playerName': 'dos Santos', 'playerId': 'v22q59d00b5v78rgx7v8z3vu', 'accuratePass': '26', 'goalAssist': '1', 'totalPass': '35', 'score_pogingen': '5', 'minsPlayed': 95, 'Pass_accuracy': 74.29}]","[{'playerOnName': 'B. Yılmaz', 'playerOffName': 'T. Noslin', 'playerId': '8rqula41yqtbwycgemsw9ixud', 'playerOffId': '71gwdg60saiwwwnnv6is52may', 'timeMin': 66, 'minsPlayed': 29, 'subReason': 'Tactical'}, {'playerOnName': 'Iñigo Córdoba', 'playerOffName': 'D. Erdoğan', 'playerId': '4tc5741xue1eigwcu4t7qtuc5', 'playerOffId': 'cozhhgt0jbcuu4wdxf1pwjkyd', 'timeMin': 66, 'minsPlayed': 29, 'subReason': 'Tactical'}, {'playerOnName': 'Ivo Pinto', 'playerOffName': 'Rodrigo Guth', 'playerId': 'dp0q4f4gbj2buhcu1lb5dzxed', 'playerOffId': '9fpb7g8ij9dqtuqhnimy5fap5', 'timeMin': 78, 'minsPlayed': 17, 'subReason': 'Tactical'}]","[{'playerOnName': 'D. Klaassen', 'playerOffName': 'S. Berghuis', 'playerId': 'baakmd4ndnulbl9npvmq90mvp', 'playerOffId': '7joybllup4h9oe6zfhcepjy6t', 'timeMin': 46, 'minsPlayed': 49, 'subReason': 'Tactical'}, {'playerOnName': 'B. Brobbey', 'playerOffName': 'P. Schuurs', 'playerId': '9c2i7ddl2uh7kuhwq62klkyui', 'playerOffId': '2j09251upkf2aid3lfyyos0dl', 'timeMin': 46, 'minsPlayed': 49, 'subReason': 'Tactical'}, {'playerOnName': 'L. Magallán', 'playerOffName': 'D. Rensch', 'playerId': 'eo74fl3ctgkwbpsa099rkv6xh', 'playerOffId': '6sg2ot7z9kfyrlgjkmpqvejqi', 'timeMin': 74, 'minsPlayed': 21, 'subReason': 'Tactical'}, {'playerOnName': 'M. Kudus', 'playerOffName': 'S. Bergwijn', 'playerId': 'p7vw4thx5wzo49h6hfabcq5m', 'playerOffId': '6hrp4zuxh40i3tccmk5s0j5xx', 'timeMin': 90, 'minsPlayed': 5, 'subReason': 'Tactical'}]","[{'SchotenOpDoel': '3', 'playerName': 'Burak Yılmaz', 'playerId': '8rqula41yqtbwycgemsw9ixud'}, {'SchotenOpDoel': '2', 'playerName': 'Mickaël Sylvain Tirpan', 'playerId': '4e6yz7j1xjd7b6oyv078q8edx'}, {'SchotenOpDoel': '2', 'playerName': 'Arianit Ferati', 'playerId': '9trasqdd75zjxz4kzplb64xjp'}, {'SchotenOpDoel': '2', 'playerName': 'Paul Gladon', 'playerId': '3jkzywsfc2vjq3h1kqdhhl2hh'}, {'SchotenOpDoel': '1', 'playerName': 'George Frederick Cox', 'playerId': 'b2h6iojtnu8rzb81vw4rbfrop'}, {'SchotenOpDoel': '1', 'playerName': 'Doğan Erdoğan', 'playerId': 'cozhhgt0jbcuu4wdxf1pwjkyd'}, {'SchotenOpDoel': '1', 'playerName': 'Tijjani Noslin', 'playerId': '71gwdg60saiwwwnnv6is52may'}, {'SchotenOpDoel': '1', 'playerName': 'Iñigo Córdoba Querejeta', 'playerId': '4tc5741xue1eigwcu4t7qtuc5'}]","[{'SchotenOpDoel': '5', 'playerName': 'Antony Matheus dos Santos', 'playerId': 'v22q59d00b5v78rgx7v8z3vu'}, {'SchotenOpDoel': '2', 'playerName': 'Kenneth Taylor', 'playerId': '35qg0rrwtl00pycx468s62m3u'}, {'SchotenOpDoel': '2', 'playerName': 'Steven Charles Bergwijn', 'playerId': '6hrp4zuxh40i3tccmk5s0j5xx'}, {'SchotenOpDoel': '2', 'playerName': 'Dušan Tadić', 'playerId': '6m2pk6odyb3atayt6u8cifahh'}, {'SchotenOpDoel': '2', 'playerName': 'Brian Ebenezer Adjei Brobbey', 'playerId': '9c2i7ddl2uh7kuhwq62klkyui'}, {'SchotenOpDoel': '1', 'playerName': 'Devyne Fabian Jairo Rensch', 'playerId': '6sg2ot7z9kfyrlgjkmpqvejqi'}, {'SchotenOpDoel': '1', 'playerName': 'Lisandro Magallán', 'playerId': 'eo74fl3ctgkwbpsa099rkv6xh'}]",13,15,"{'Fortuna Sittard | Paul Gladon': 1, 'Ajax | Kenneth Taylor': 1, 'Ajax | Devyne Fabian Jairo Rensch': 1, 'Ajax | Brian Ebenezer Adjei Brobbey': 1, 'Fortuna Sittard | Burak Yılmaz': 1}","{'Fortuna Sittard | Arianit Ferati': 1, 'Ajax | Antony Matheus dos Santos': 1, 'Ajax | Brian Ebenezer Adjei Brobbey': 1, 'Ajax | Dušan Tadić': 1}","{'van Osch': 95, 'Cox': 95, 'Siovas': 95, 'Guth': 78, 'Tirpan': 95, 'Duarte': 95, 'Erdoğan': 66, '🟨 Seuntjens': 95, '🟨 Ferati': 95, 'Noslin': 66, '🟨 Gladon': 95, 'Pasveer': 95, 'Wijndal': 95, 'Schuurs': 45, 'Timber': 95, 'Rensch': 74, 'Taylor': 95, 'Blind': 95, 'Berghuis': 45, 'Bergwijn': 89, 'Tadić': 95, 'dos Santos': 95, 'B. Yılmaz': 29, 'Iñigo Córdoba': 29, 'Ivo Pinto': 17, 'D. Klaassen': 49, 'B. Brobbey': 49, 'L. Magallán': 21, 'M. Kudus': 5}",[],[],Fortuna Sittard vs Ajax
