espn_id;home_team;away_team;home_abbrev;away_abbrev;score_home;score_away;date;cup;article_title;article;id;homeContestantId;awayContestantId;homeContestantOfficialName;awayContestantOfficialName;homeContestantCode;awayContestantCode;possession_home;possession_away;card_events;venue;goal_events
637750;De Graafschap;Roda JC Kerkrade;GRA;RJC;2;0;2023-02-19Z;2022-23 Keuken Kampioen Divisie;Hillen en Fortes leiden De Graafschap in de eerste helft al langs Roda JC;"De Graafschap is zondag in eigen huis niet in de problemen gekomen tegen Roda JC. Door doelpunten van Rio Hillen en Jeffry Fortes werd het competitieduel al in de eerste helft beslist: 2-0.

 Bij De Graafschap nam assistent-trainer Richard Roelofsen nog altijd de honneurs waar. Adrie Poldervaart, die sinds begin februari in het ziekenhuis met het syndroom van Guillain Barré ligt, keert voorlopig nog niet terug als hoofdtrainer.

 Voorafgaand aan het thuisduel met Roda ging Roelofsen in op het herstel van Poldervaart. ""Het is echt een verschrikkelijke ziekte, waarvan je eerst moet afwachten tot het op een bepaald plateau is gekomen dat het is uitgewerkt. Dan kun je pas kijken naar je herstel.

 ""Gisteren was het nog aan het verergeren. Hij zit nu nog in het proces van slechter worden. Zijn lichaam is er slecht aan toe, maar zijn bovenkamer is positief.""

 Assistent-trainer Richard Roelofsen van De Graafschap voorafgaand aan het competitieduel met Roda JC.

 Dubbeltreffer
Voor rust zag Roelofsen dat zijn ploeg de aanval koos en dat werd beloond met twee doelpunten. Eerst kopte Hillen uit een corner van Alexander Büttner raak, waarna Fortes schitterend met links van afstand in de rechterkruising schoot.

 Roda domineerde de eerste tien minuten van de tweede helft maar wist geen aansluitingstreffer te forceren. Ook in de slotfase werd er niet meer gescoord. Zo daalt Roda een plek op de ranglijst, naar plaats 11 met 34 punten, en bezet De Graafschap nog altijd plek 14 met 30 punten.

###

";51mvb1vsqc045qw7da5n457o4;xcevba75jfkrg4s6tl89zl3y;7rmv5ns2rj7bn4otpkur0mx0x;BV De Graafschap;SV Roda JC;GRA;RJC;48.1%;51.9%;[{'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 20, 'playerId': '3h7rkufywz6c2aye1l5b0ihp0', 'playerName': 'D. Haen', 'cardType': 'YC'}, {'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 31, 'playerId': '7flz5rsy2e31gbd8udiqg14gl', 'playerName': 'L. Kaak', 'cardType': 'YC'}, {'contestantName': 'Roda JC', 'contestantId': '7rmv5ns2rj7bn4otpkur0mx0x', 'periodId': 1, 'timeMin': 34, 'playerId': 'bzsoq42nf6sgdh9oe64n7rnfu', 'playerName': 'B. Limbombe', 'cardType': 'YC'}];Stadion De Vijverberg;[{'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 28, 'scorerId': '969cpy2geokwer9gjapk7zj3e', 'scorerName': 'R. Hillen'}, {'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 43, 'scorerId': 'abgzge9xy445z8rdwa2mcapqt', 'scorerName': 'Jeffry Fortes'}]
637710;FC Dordrecht;Telstar;DOR;TEL;0;0;2023-01-21Z;2022-23 Keuken Kampioen Divisie;FC Dordrecht en Telstar weten niet te scoren aan de Krommedijk;"FC Dordrecht heeft zaterdag op eigen veld een punt overgehouden aan het competitieduel met Telstar. Beide ploegen kwamen aan de Krommedijk niet tot scoren: 0-0.

 Zonder de geschorste Anass Najah en Ronald Koeman jr. had Telstar het met name in de eerste helft lastig tegen Dordrecht. Telstar-doelman Joey Houweling moest al vroeg redding brengen, waarna Telstar aanvallend er niet aan te pas kwam.

 In de tweede helft was daar een kans voor Telstar-spits Glynor Plet, maar zijn schot ging naast het doel. Aliou Baldé zorgde aan de kant van Dordrecht nog voor enige dreiging, maar gescoord werd er niet.

 Telstar klimt met het ene punt naar de tiende plaats op de ranglijst. Dordrecht staat zestiende in de Keuken Kampioen Divisie.

###

";4xadjly6eqcyxaj04kgwvnkes;z9phg19papi9f5fd6qxzr836;zjawy6qdzk3y69v5pa3zl2cb;FC Dordrecht;SC Telstar;DOR;TEL;47.2%;52.8%;[];Matchoholic Stadion;[]
637680;Jong FC Utrecht;Jong AZ;JUT;JAZ;0;2;2023-01-09Z;2022-23 Keuken Kampioen Divisie;Strafschoppen bezorgen Jong AZ zege op Jong Utrecht;"Jong AZ heeft op Sportpark Zoudenbalch met 0-2 gewonnen van Jong FC Utrecht. Twee strafschoppen van Yusuf Barasi waren genoeg voor de zege voor de Alkmaarders. Door de zege blijft Jong AZ meedoen in de subtop van de Keuken Kampioen Divisie. Het staat achtste met 28 punten uit 18 duels. Jong FC Utrecht staat nog altijd laatste, de Domstedelingen hebben 15 punten uit 19 wedstrijden.

 Voor de wedstrijd leek, ondanks de lage klassering van Jong FC Utrecht, de wedstrijd redelijk in balans te zijn. De ploeg van Darije Kalezić had maar een van de afgelopen vijf wedstrijden verloren.

 Matige eerste helft
In de eerste helft deden beide ploegen niet aan klantenbinding op Zoudenbalch. Het enige lichtpuntje was het debuut van de 19-jarige debutant Daniel Deen. Hij maakte zijn debuut als keeper van Jong AZ en liet zich meteen zien bij vlagen. Zijn ploeg, AZ, was de betere ploeg. In een matige eerste helft werden er echter weinig kansen gecreëerd. Het gevaarlijkste moment kwam van Jong FC Utrecht-speler Eliano Reijnders. Het broertje van AZ-speler Tijjani Reijnders kon de werkgever van zijn oudere broer echter geen pijn doen.

 Strafschoppen prooi voor Barasi
De tweede helft deed Jong AZ er nog een schepje bovenop. De ploeg werd via Barasi tweemaal gevaarlijk. Het bleef voor Jong AZ wel oppassen in de omschakeling. Mees Rijks werd gevaarlijk, maar vond Deen op zijn pad. In de 74ste minuut kreeg AZ de kans op 0-1. Barasi ging, na een schitterende pass van Lewis Schouten, om Utrecht-doelman Thijmen Nijhuis heen em werd gevloerd. De strafschop werd binnengeschoten en Jong AZ had die ene goal te pakken.

 Het leek er even op alsof ze niet lang van hun voorsprong konden genieten. In de 79ste minuut kreeg weer Reijnders een kans. Hij schoot de bal echter van dichtbij recht op Deen af. Het bleek een dure misser want AZ kwam in de 79ste minuut ook nog op 0-2. Wederom kon Barasi uit een strafschop scoren. Invaller Soulyman Allouch werd naar de grond getrokken, waardoor de bal weer op de stip werd gelegd. Barasi stuurde Nijhuis de verkeerde hoek in en bracht de eindstand van 0-2 op het bord.

###

";4ud353rg24e8vty151uspgu8k;ch82doz9w9t1sw9ae3a4ffh0j;1wyg1tunyt7go9tnjea1hjqxb;FC Utrecht II;Alkmaar Zaanstreek II;JUT;JAZ;45%;55%;[{'contestantName': 'Utrecht II', 'contestantId': 'ch82doz9w9t1sw9ae3a4ffh0j', 'periodId': 2, 'timeMin': 54, 'playerId': 'cvobl9pqqtj7hrgtu28grvdre', 'playerName': 'J. Eersteling', 'cardType': 'YC'}, {'contestantName': 'Utrecht II', 'contestantId': 'ch82doz9w9t1sw9ae3a4ffh0j', 'periodId': 2, 'timeMin': 75, 'playerId': 'ebqj8v33xv3otev2pycc6xomh', 'playerName': 'T. Nijhuis', 'cardType': 'YC'}, {'contestantName': 'AZ II', 'contestantId': '1wyg1tunyt7go9tnjea1hjqxb', 'periodId': 2, 'timeMin': 76, 'playerId': '51f3vubki4or5vaft5tromn3e', 'playerName': 'Y. Barası', 'cardType': 'YC'}, {'contestantName': 'Utrecht II', 'contestantId': 'ch82doz9w9t1sw9ae3a4ffh0j', 'periodId': 2, 'timeMin': 87, 'playerId': '81lcssd0e5g5rerdpyjlrkkyc', 'playerName': 'A. Boumenjal', 'cardType': 'YC'}];Sportcomplex Zoudenbalch;[{'contestantName': 'AZ II', 'contestantId': '1wyg1tunyt7go9tnjea1hjqxb', 'periodId': 2, 'timeMin': 76, 'scorerId': '51f3vubki4or5vaft5tromn3e', 'scorerName': 'Y. Barası'}, {'contestantName': 'AZ II', 'contestantId': '1wyg1tunyt7go9tnjea1hjqxb', 'periodId': 2, 'timeMin': 88, 'scorerId': '51f3vubki4or5vaft5tromn3e', 'scorerName': 'Y. Barası'}]
637674;Jong PSV;Jong Ajax;JPS;JAJ;2;2;2022-12-15Z;2022-23 Keuken Kampioen Divisie;Jong-teams PSV en Ajax houden elkaar in evenwicht in ijskoud Philips Stadion;"Warm zullen de toeschouwers in Eindhoven het niet gekregen hebben in het Philips Stadion, maar dat had vooral met de temperatuur te maken en niet met het voetbal: Jong PSV en Jong Ajax maakten er een open wedstrijd vol mogelijkheden en doelpunten van waardoor supporters toch met een warm gevoel huiswaarts gingen. Jong PSV - Jong Ajax eindigde in 2-2.

 De spelers konden rekenen op veel support: ruim tienduizend toeschouwers - waarvan veel kinderen - waren getuigen van dit duel in de Keuken Kampioen Divisie tussen (voor aanvang) de nummer tien en elf op de ranglijst. Jong Ajax had in het eerste gedeelte van de wedstrijd licht de overhand, maar heel grote kansen bleven uit. De 18-jarige Jaydon Banel bracht de Amsterdammers vlak voor rust met een schuiver van afstand op voorsprong: 0-1.

 Jong PSV had na rust weinig tijd nodig om de stand weer gelijk te trekken: Mathijs Tieleman maakte een prachtig doelpunt. Toch konden de Eindhovenaren niet lang van de voorsprong genieten: een droog schot van Silvano Vos was doelman Joël Drommel te machtig en dus stond Jong Ajax weer voor in het Philips Stadion: 1-2.

 Slotoffensief
Ruim een kwartier voor tijd schoot Mylian Jiménez namens Jong PSV een hoekschop in één keer binnen: 2-2. De organisatie bij de Amsterdammers zag er even niet goed uit. Ondanks dat Jong Ajax een uitwedstrijd speelde, was de ploeg van John Heitinga voornamelijk op zoek naar de winnende treffer. Dit lukte echter niet meer en dus schieten beide elftallen weinig op met een punt.

###

";4te4uhp00cig5rigvcvqmhc7o;2xlnfgrl6r18ftv38unwp7h4s;6lzy9iiqoysvtdsgx719fng9n;PSV Eindhoven II;AFC Ajax II;JPS;JAJ;39%;61%;[];Philips Stadion;[{'contestantName': 'Ajax II', 'contestantId': '6lzy9iiqoysvtdsgx719fng9n', 'periodId': 1, 'timeMin': 39, 'scorerId': '31v89l4k38v1wpisz7xhkq38', 'scorerName': 'J. Banel'}, {'contestantName': 'PSV II', 'contestantId': '2xlnfgrl6r18ftv38unwp7h4s', 'periodId': 2, 'timeMin': 52, 'scorerId': 'cla6c6izphee9prb80c15baei', 'scorerName': 'M. Tielemans'}, {'contestantName': 'Ajax II', 'contestantId': '6lzy9iiqoysvtdsgx719fng9n', 'periodId': 2, 'timeMin': 58, 'scorerId': '9pox9siobczxr9fv3fvvx3h1w', 'scorerName': 'S. Vos'}, {'contestantName': 'PSV II', 'contestantId': '2xlnfgrl6r18ftv38unwp7h4s', 'periodId': 2, 'timeMin': 74, 'scorerId': '8mkrj5bnkyhx8kutc4656cy96', 'scorerName': 'M. Jiménez'}]
637673;PEC Zwolle;Helmond Sport;PEC;HEL;1;0;2022-12-12Z;2022-23 Keuken Kampioen Divisie;PEC heeft periodetitel bijna binnen en blijft in kielzog Heracles na winst op Helmond;"PEC Zwolle blijft in het kielzog van koploper Heracles door de overwinning op Helmond Sport. In Zwolle werd het 1-0, waardoor PEC weer op twee punten achterstand van de Almeloërs komt.

 In het MAC3PARK Stadion was het PEC dat de gehele eerste helft aanspraak maakte op doelpunten. Het maakte er eentje. In de dertigste minuut was het Thomas van den Belt die de score opende met zijn zevende van het seizoen, waardoor het halverwege 1-0 stond.

 In de tweede helft ging de wedstrijd door, waar het gebleven was. PEC viel aan, maar miste de echte scherpte om tot scoren te komen. Dichter dan een buitenspelgoal kwam de ploeg van Dick Schreuder niet meer, maar de goal van Van den Belt bleek genoeg te zijn om de drie punten in eigen huis te houden.

 Periodetitel binnen bereik voor PEC

 Door de overwinning heeft PEC ook bijna de periodetitel van de tweede periode binnen. Met nog twee wedstrijden te gaan heeft de club uit Zwolle drie punten voorsprong op Heracles en vijf punten op De Graafschap, Almere City, MVV Maastricht en FC Eindhoven.

 Bij winst aankomende vrijdag in de uitwedstrijd tegen Roda JC, kan de periodetitel een feit zijn. Wint Heracles dan namelijk niet op bezoek bij FC Dordrecht, kan de ploeg van Schreuder niet meer ingehaald worden. Bij een remise is het afhankelijk van de andere uitslagen of het aankomende vrijdag al periodekampioen is, maar door het doelsaldo kan het dan ook bijna niet meer fout gaan.

###

";4ta4xobvrbccwm6a06wk0iwpg;2uuh2bir8ktof0uxfo06lb4ox;b94pf87be9ojdgnrs5mst80un;PEC Zwolle;Helmond Sport;PEC;HEL;63.7%;36.3%;[{'contestantName': 'Helmond Sport', 'contestantId': 'b94pf87be9ojdgnrs5mst80un', 'periodId': 1, 'timeMin': 26, 'playerId': '2gfp8pe55n7oa0mcu5ygi54a', 'playerName': 'W. Essanoussi', 'cardType': 'YC'}, {'contestantName': 'PEC Zwolle', 'contestantId': '2uuh2bir8ktof0uxfo06lb4ox', 'periodId': 2, 'timeMin': 51, 'playerId': 'by85t8ssyumcjcks1jx3v96vo', 'playerName': 'Y. Taha', 'cardType': 'YC'}, {'contestantName': 'Helmond Sport', 'contestantId': 'b94pf87be9ojdgnrs5mst80un', 'periodId': 2, 'timeMin': 79, 'playerId': 'zihddqvp0sjni8stcio8bgmh', 'playerName': 'F. Van Den Eynden', 'cardType': 'YC'}];MAC³PARK Stadion;[{'contestantName': 'PEC Zwolle', 'contestantId': '2uuh2bir8ktof0uxfo06lb4ox', 'periodId': 1, 'timeMin': 30, 'scorerId': 'a339o11ut8s1o9odm6ybc4pka', 'scorerName': 'T. van den Belt'}]
637670;Willem II;NAC Breda;WIL;NAC;1;2;2022-12-11Z;2022-23 Keuken Kampioen Divisie;NAC draait achterstand om in eerste KKD-ontmoeting ooit tegen Willem II;"NAC Breda heeft voor het eerst sinds 2011 weer gewonnen van Willem II. In het Koning Willem II Stadion draaide NAC kort na rust een achterstand om. In Tilburg was het de eerste ontmoeting tussen Willem II en NAC op het tweede niveau in Nederland, maar de belangen werden er niet minder op in het Koning Willem II Stadion.

 Het was de thuisploeg die uit een penalty al snel op voorsprong kwam. Nadat scheidsrechter Serdar Gözübüyük een handsbal van Luc Marijnissen had gezien, schoot Jeremy Bokila de penalty recht door het midden tegen de touwen voor de 1-0 in het voordeel voor de Tilburgers.

 In de Eredivisie werd de Brabantse derby 64 keer gespeeld. De laatste keer dat NAC op bezoek bij Willem II wist te winnen was in 2011. Het was dan ook geen verrassing toen halverwege een 1-0 tussenstand op het bord stond. Maar na rust kwam NAC furieus uit de kleedkamer en draaide het de achterstand helemaal om.

 Ruben Ligeon, die dit seizoen nog geen wedstrijd in actie kwam voor de ploeg uit Breda, scoorde twee minuten na rust en vijf minuten later profiteerde Jarchinio Antonia van een fout achterin bij Willem II. Zo draaiden de bezoekers de achterstand in zeven minuten om en wisten ze die ook vast te houden.

 Door de overwinning kan NAC weer een beetje omhoog kijken en staat het nu drie punten achter de Tilburgers. Willem II staat nog altijd op de negende plek, die aan het einde van de strijd recht geeft op een ticket voor de play-offs.

###

";4syrllcp1ro9v5idjaeuc9bf8;bk5ltsueqmeng29eovd8m2tml;59t7flioj4w4mpwnrwbm0m8ck;Willem II;NAC Breda;WIL;NAC;60%;40%;[{'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 1, 'timeMin': 41, 'playerId': '88csh50wwpanzfdvu7ia3x1ih', 'playerName': 'M. Svensson', 'cardType': 'YC'}, {'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 2, 'timeMin': 56, 'playerId': '75o7fx1uwk6pavxbnqqx28y51', 'playerName': 'M. Verreth', 'cardType': 'YC'}, {'contestantName': 'NAC Breda', 'contestantId': '59t7flioj4w4mpwnrwbm0m8ck', 'periodId': 2, 'timeMin': 86, 'playerId': '6nd0ifv6ljza9nauxcpejqzft', 'playerName': 'O. Velanas', 'cardType': 'YC'}, {'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 2, 'timeMin': 86, 'playerId': '5i0e7e59vav8ynqzt7qrvitt6', 'playerName': 'J. Hornkamp', 'cardType': 'YC'}];Koning Willem II Stadion;[{'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 1, 'timeMin': 9, 'scorerId': '35uvcvkv4nd0jbsov3xosjsut', 'scorerName': 'J. Bokila'}, {'contestantName': 'NAC Breda', 'contestantId': '59t7flioj4w4mpwnrwbm0m8ck', 'periodId': 2, 'timeMin': 47, 'scorerId': 'cg6es3riwivh8kbgtmi72q0ut', 'scorerName': 'R. Ligeon'}, {'contestantName': 'NAC Breda', 'contestantId': '59t7flioj4w4mpwnrwbm0m8ck', 'periodId': 2, 'timeMin': 52, 'scorerId': '6djx23ctpkopwbtavfr8ov8id', 'scorerName': 'J. Antonia'}]
637661;FC Dordrecht;Willem II;DOR;WIL;2;2;2022-11-20Z;2022-23 Keuken Kampioen Divisie;De Leeuw redt punt voor tegenvallend Willem II in Dordrecht;"In een stormachtig Dordrecht speelde het Willem II van Kevin Hofland een teleurstellende wedstrijd, maar kon Michael de Leeuw een punt redden voor de Tilburgers: het werd 2-2.

 Sterk begin
De Tilburgers begonnen desondanks sterk aan de wedstrijd aan de Krommedijk. Een goede aanval werd door Max Svensson prima afgewerkt: 0-1. Er werd hem geen strobreed in de weg gelegd en stifte de bal over doelman Liam Bossin heen. Je zou denken dat zo'n start helpt in de daaropvolgende minuten, maar daarvan was allebehalve sprake bij Willem II.

 Sterker nog: er was sprake van een totale ineenstorting van de ploeg van Kevin Hofland. In een koud, stormachtig en regenachtig Dordrecht viel er in het daaropvolgende kwartier niets te genieten in Noord-Holland. Toch was het goed dat de thuissupporters bleven zitten: na achttien minuten was het Samuele Longo die de gelijkmaker voor zijn rekening nam. Helemaal uit het niets kwam het niet, de thuisploeg werd langzaamaan wat sterker en Willem II zakte in.

 FC Dordrecht op voorsprong
De gelijkmaker maakte het elftal van Michele Santoni sterker en Willem II kreeg het alleen maar lastiger. Al meerdere malen maakte Aliou Baldé het de defensie van de Tilburgers lastig, Het was dan ook Baldé die een strafschop versierde na een halfuur spelen. Na een goede slalom werd de aanvaller neergehaald door Matthias Verreth. Baldé ging zelf achter de bal staan en schoot - ondanks dat Kostas Lamprou nog aan de bal zat - de verdiende 2-1 voorsprong binnen voor FC Dordrecht.

 Ook na rust werd door de uitsupporters meerdere malen 'voetballen, voetballen' gescandeerd. Willem II werd wel wat beter en was op zoek naar de gelijkmaker. Desondanks was het zo nu en dan ook oppassen achterin: de Dordtenaren kwamen er zo nu en dan gevaarlijk uit. Na 72 minuten kwam De Leeuw in het veld en hij was meermaals gevaarlijk en dat leverde dan al snel de gelijkmaker op: 2-2.

 Veel meer verdiende de Tilburgers ook niet, ondanks dat het elftal van Hofland wat opportunistischer begon te spelen. Met een punt schieten zowel FC Dordrecht als Willen II weinig op.

###

";4s0e9bno74wdpmo2r63v1yjv8;z9phg19papi9f5fd6qxzr836;bk5ltsueqmeng29eovd8m2tml;FC Dordrecht;Willem II;DOR;WIL;38.4%;61.6%;[{'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 1, 'timeMin': 27, 'playerId': 'e42jh6bbwn4aybdnysonrvutx', 'playerName': 'L. Owusu', 'cardType': 'YC'}, {'contestantName': 'Dordrecht', 'contestantId': 'z9phg19papi9f5fd6qxzr836', 'periodId': 1, 'timeMin': 33, 'playerId': '1amx0jc0ey5w1z9g3f3nb9t2i', 'playerName': 'A. Baldé', 'cardType': 'YC'}, {'contestantName': 'Dordrecht', 'contestantId': 'z9phg19papi9f5fd6qxzr836', 'periodId': 2, 'timeMin': 77, 'playerId': 'cjuzhcgsj4mwwr4evn823hivp', 'playerName': 'Elso Brito', 'cardType': 'YC'}, {'contestantName': 'Dordrecht', 'contestantId': 'z9phg19papi9f5fd6qxzr836', 'periodId': 2, 'timeMin': 91, 'playerId': 'cktdin60q1omaa4gmjp08o76y', 'playerName': 'B. Camara', 'cardType': 'YC'}, {'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 2, 'timeMin': 94, 'playerId': '1l34qvjvar8qec3kbrg4rew2d', 'playerName': 'Pol Llonch', 'cardType': 'YC'}, {'contestantName': 'Dordrecht', 'contestantId': 'z9phg19papi9f5fd6qxzr836', 'periodId': 2, 'timeMin': 96, 'playerId': '6gzpefxqcz2v4z95bnecilfpx', 'playerName': 'J. Schuurman', 'cardType': 'YC'}];Matchoholic Stadion;[{'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 1, 'timeMin': 3, 'scorerId': '88csh50wwpanzfdvu7ia3x1ih', 'scorerName': 'M. Svensson'}, {'contestantName': 'Dordrecht', 'contestantId': 'z9phg19papi9f5fd6qxzr836', 'periodId': 1, 'timeMin': 19, 'scorerId': '70qjuubp69zw3d3p0hvunmi8l', 'scorerName': 'S. Longo'}, {'contestantName': 'Dordrecht', 'contestantId': 'z9phg19papi9f5fd6qxzr836', 'periodId': 1, 'timeMin': 31, 'scorerId': '1amx0jc0ey5w1z9g3f3nb9t2i', 'scorerName': 'A. Baldé'}, {'contestantName': 'Willem II', 'contestantId': 'bk5ltsueqmeng29eovd8m2tml', 'periodId': 2, 'timeMin': 79, 'scorerId': '47autoxmcbr5z7o6d8998esph', 'scorerName': 'M. de Leeuw'}]
637657;Helmond Sport;De Graafschap;HEL;GRA;0;2;2022-11-18Z;2022-23 Keuken Kampioen Divisie;De Graafschap dankzij bliksemstart eenvoudig langs Helmond Sport;"De Graafschap heeft Helmond Sport vrijdag met 0-2 verslagen. De club uit Doetinchem beleefde een eenvoudige avond, want het verschil was al snel gemaakt. Door de overwinning klimt De Graafschap van de veertiende naar de elfde plaats in de Keuken Kampioen Divisie.

 De Superboeren kwamen al binnen vijf minuten op voorsprong door een goal van Camiel Neghli. Hij reageerde attent op een lange bal en ging om de uitkomende Mike Havekotte heen. De Helmond-doelman kwam te laat, waardoor Neghli vrij eenvoudig kon binnenschieten. Een paar minuten later was het weer raak voor De Graafschap. Mees Kaandorp schoot Helmond nog dieper in de problemen. Daarna bleef de schade beperkt voor de thuisploeg, want bij rust stond nog steeds de 0-2 stand op het scorebord.

 In de tweede helft werd het niet spannend meer. De Graafschap kwam niet meer in de problemen, omdat Helmond Sport weinig had in te brengen. Andersom lukte het De Superboeren ook niet echt meer om een vuist te maken. Zo hobbelde de wedstrijd naar het einde en bleef de stand onveranderd.

 Zoals benoemd maakt De Graafschap een sprongetje op de ranglijst. De ploeg van Adrie Poldervaart heeft weer zicht op het linkerrijtje. Helmond Sport blijft achter in de kelder van de Keuken Kampioen Divisie. De club staat met vijftien punten op de negentiende plaats.

###

";4rl98f715lm7hz7u7tbeyrdas;b94pf87be9ojdgnrs5mst80un;xcevba75jfkrg4s6tl89zl3y;Helmond Sport;BV De Graafschap;HEL;GRA;46.7%;53.3%;[{'contestantName': 'Helmond Sport', 'contestantId': 'b94pf87be9ojdgnrs5mst80un', 'periodId': 1, 'timeMin': 25, 'playerId': '2rlckdzkm4d6dsqwutkvhm95h', 'playerName': 'R. van der Meer', 'cardType': 'YC'}, {'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 27, 'playerId': 'abgzge9xy445z8rdwa2mcapqt', 'playerName': 'Jeffry Fortes', 'cardType': 'YC'}, {'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 28, 'playerId': '7b4jmfu1ejoeci2zmvwuejnys', 'playerName': 'P. Brittijn', 'cardType': 'YC'}];GS Staalwerken Stadion;[{'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 5, 'scorerId': '5curv1gquatwkxsin86fghvkk', 'scorerName': 'C. Neghli'}, {'contestantName': 'De Graafschap', 'contestantId': 'xcevba75jfkrg4s6tl89zl3y', 'periodId': 1, 'timeMin': 12, 'scorerId': 'cglskkkycbja9rjybhui9hdrd', 'scorerName': 'M. Kaandorp'}]
637656;FC Eindhoven;Telstar;EIN;TEL;3;0;2022-11-18Z;2022-23 Keuken Kampioen Divisie;Eindhoven sluit aan bij top drie na zege op Telstar;"FC Eindhoven heeft vrijdagavond een 3-0 overwinning geboekt op Telstar. De ploeg van Rob Penders stond lang op 1-0, maar liep in de slotfase nog ver weg bij de bezoekers uit Velsen-Zuid. Door de zege nadert Eindhoven de nummer drie MVV tot op een punt.

 Brian de Keersmaecker opende de score al vroeg met een dropkick. Hij scoorde in de elfde minuut voor het eerst in iets meer dan een jaar. Telstar-doelman Ronald Koeman Jr. ging niet vrijuit. Hij liet de bal onder zich doorgaan, waardoor zijn ploeg op achterstand kwam. Na de 1-0 was het met name FC Eindhoven dat bleef aandringen, maar tot hele grote kansen leidde dit niet. Telstar begon kort voor rust wat meer naar voren te drukken, maar maakte het doelman Nigel Bertrams niet erg moeilijk.

 In de tweede helft bleef het lang bij 1-0, maar in de 88ste minuut verdubbelde Eindhoven de score. Evan Rottier veroverde de bal en zette daarna Jasper Dahlhaus alleen voor de keeper. Die schoof op zijn beurt erg koel binnen. In de blessuretijd was het Rottier zelf die de eindstand op 3-0 bepaalde met de mooiste goal van de avond.

 Aansluiting met top drie
Met de overwinning verstevigt Eindhoven de vierde plaats in de Keuken Kampioen Divisie. De ploeg van Rob Penders heeft nu 29 punten en sluit daarmee aan bij de nummer drie MVV. Die club staat op dertig punten. De gehele top drie moet nog in actie komen, dus de achterstand op de top kan er binnen de korste keren zomaar weer anders uitzien.

###

";4rhilgacbswme6gh8kaw4a0pg;dvmw7d6jb38qvv7e6ziwu0vyr;zjawy6qdzk3y69v5pa3zl2cb;FC Eindhoven;SC Telstar;EIN;TEL;37%;63%;[{'contestantName': 'Telstar', 'contestantId': 'zjawy6qdzk3y69v5pa3zl2cb', 'periodId': 1, 'timeMin': 8, 'playerId': 'm10ml783dkbr4i0fpb06cm3t', 'playerName': 'A. Najah', 'cardType': 'YC'}, {'contestantName': 'Eindhoven', 'contestantId': 'dvmw7d6jb38qvv7e6ziwu0vyr', 'periodId': 2, 'timeMin': 80, 'playerId': '97p6b1r72br3soq4k7fpjnrl6', 'playerName': 'T. Persyn', 'cardType': 'YC'}];Jan Louwers Stadion;[{'contestantName': 'Eindhoven', 'contestantId': 'dvmw7d6jb38qvv7e6ziwu0vyr', 'periodId': 1, 'timeMin': 11, 'scorerId': 'e0mrzdikm67yw88563zgovb6y', 'scorerName': 'B. De Keersmaecker'}, {'contestantName': 'Eindhoven', 'contestantId': 'dvmw7d6jb38qvv7e6ziwu0vyr', 'periodId': 2, 'timeMin': 88, 'scorerId': 'bnkzwpd607re6s01oa77wcodm', 'scorerName': 'J. Dahlhaus'}, {'contestantName': 'Eindhoven', 'contestantId': 'dvmw7d6jb38qvv7e6ziwu0vyr', 'periodId': 2, 'timeMin': 92, 'scorerId': '5f8ajd8cgyvmmdzr0lzi1gtii', 'scorerName': 'E. Rottier'}]
