;id;date;homeContestantId;awayContestantId;homeContestantOfficialName;awayContestantOfficialName;homeContestantCode;awayContestantCode;card_events;venue;goal_events
0;3xp5uvef2i0z40glz9qq7f85w;2022-08-05Z;4vd2t5schmvvufrfib7f2vjdf;89w5c6pw7vn0dxypi61tt0g4k;SC Heerenveen;Sparta Rotterdam;HEE;SPA;[['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 1, 25, 'dc4n5ylytswddlvd82snkb90q', 'S. van Hooijdonk', 'YC'], ['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 2, 49, '723av2redj2ej6livx0g81wwl', 'A. Verschueren', 'YC']];Abe Lenstra Stadion;[]
1;3xtddwq4558vjrh84uh6vxj4k;2022-08-06Z;3ebril33e08ddzob4bhq8awsr;d0zdg647gvgc95xdtk1vpbkys;Fortuna Sittard;AFC Ajax;FOR;AJA;[['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 1, 27, 'atbvv2os8m7nfs0p128w5a6l1', 'M. Seuntjens', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 82, '9trasqdd75zjxz4kzplb64xjp', 'A. Ferati', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 88, '3jkzywsfc2vjq3h1kqdhhl2hh', 'P. Gladon', 'YC']];Fortuna Sittard Stadion;[['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 1, 6, '3jkzywsfc2vjq3h1kqdhhl2hh', 'P. Gladon'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 2, 48, '35qg0rrwtl00pycx468s62m3u', 'K. Taylor'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 2, 51, '6sg2ot7z9kfyrlgjkmpqvejqi', 'D. Rensch'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 2, 62, '9c2i7ddl2uh7kuhwq62klkyui', 'B. Brobbey'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 87, '8rqula41yqtbwycgemsw9ixud', 'B. Yılmaz']]
2;3xvysgmver498fdhvugbuhd04;2022-08-06Z;ears40cp6opsgvhsy0dgyszpd;dqk062lu0vm8epvytbm6r4mmf;SC Cambuur Leeuwarden;SBV Excelsior;CAM;EXC;[['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 2, 48, 'tv8e6nxc7jl8wbzf6ojd6dw5', 'D. Schmidt', 'YC'], ['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 2, 48, '6jhavdnaitqn6ydme8a526aui', 'C. Driouech', 'YC'], ['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 2, 68, '3r6elcuru7no13hrfczmwbmy1', 'S. Horemans', 'YC']];Cambuur Stadion;[['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 1, 10, '36q7nfs7t68aeg3z54rnr31pm', 'M. Azarkan'], ['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 1, 44, 'f07qmqesi1rpw7eapoz9rb0gk', 'J. Baas']]
3;3xyl0qt0lpr25p5onwmdqqal0;2022-08-06Z;24fvcruwqrqvqa3aonf8c3zuy;3t0vjqtxc8wpjzv82i3oi2ova;PSV Eindhoven;FC Emmen;PSV;EMM;[['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 1, 25, '6ciggfx8p0zkak8qxe1p7yzth', 'K. Veendorp', 'YC']];Philips Stadion;[['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 1, 18, 'bx6j2y1hnu63lawn3rdoep1m2', 'J. Bakayoko'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 1, 26, '7ytoj5m2j4u50e7pjhz0lr1ed', 'M. Kieftenbeld'], ['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 1, 38, '9psfk94nduz6icnuwty5v9all', 'C. Gakpo'], ['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 2, 54, '9psfk94nduz6icnuwty5v9all', 'C. Gakpo'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 2, 62, '55e0z1vhb48go6y2io7h80aqy', 'O. Romeny']]
4;3y15kr81sa8wpz5j6fhvi3wno;2022-08-06Z;ed5nwjz5za3oyi20nxzgqivmx;ccpscwdcm65czscrun048ecn5;RKC Waalwijk;FC Utrecht;RKC;UTR;[['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 2, 79, 'b23be312oxcbusvpjnnriukq2', 'Y. Oukili', 'YC']];Mandemakers Stadion;[['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 1, 15, 'arahlffwma11d06oqmglwjemt', 'D. Van den Buijs'], ['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 1, 45, '93cf9npj6wl6vrxw7hetf6ok5', 'I. Bel Hassani'], ['Utrecht', 'ccpscwdcm65czscrun048ecn5', 2, 52, '395y7yj6o1xwr6uaxs4sjnjdh', 'B. Dost'], ['Utrecht', 'ccpscwdcm65czscrun048ecn5', 2, 85, '395y7yj6o1xwr6uaxs4sjnjdh', 'B. Dost']]
5;3y3qaapqdnd30f78x51lue8t0;2022-08-07Z;cos9hxi16eitbcbthof7zrm4m;6g9qrm72224jrk6tkxxxi8a9n;FC Groningen;FC Volendam;GRO;VOL;[['Volendam', '6g9qrm72224jrk6tkxxxi8a9n', 2, 83, 'dbkr1w2xlwnyssid1tv0jlujt', 'B. Benamar', 'YC']];Euroborg;[['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 1, 2, 'a9z0jsjwfteq974bxwucvc4ix', 'C. Ngonge'], ['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 1, 34, '2ge9oa66xgsefhhpvuboua76x', 'J. Strand Larsen'], ['Volendam', '6g9qrm72224jrk6tkxxxi8a9n', 1, 38, '1sb4655mgzrdohlltyk9fqlzp', 'D. van Mieghem'], ['Volendam', '6g9qrm72224jrk6tkxxxi8a9n', 2, 68, 'dbkr1w2xlwnyssid1tv0jlujt', 'B. Benamar']]
6;3y6drcw2sftzu0k89oilsvq50;2022-08-07Z;6hsriqr3ybvyg94w2k19oal50;20vymiy7bo8wkyxai3ew494fz;SBV Vitesse;Feyenoord Rotterdam;VIT;FEY;[['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 1, 36, '4ecptuxoyx485mmhrubuscgyd', 'S. Tronstad', 'YC'], ['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 1, 40, 'e65zqndnze1xzef4qlkhd1v4l', 'Ferro', 'YC'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 1, 47, '504o2odlvra056ouwcgreopgp', 'S. Szymański', 'YC']];GelreDome;[['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 1, 19, 'czh4r9efdbw4fvdux0enl127e', 'M. Manhoef'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 1, 31, '1957std7hji9ca7bd29y8at7u', 'P. Wålemark'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 1, 41, '4j5hfebi948ggjwexpndrub1m', 'Danilo'], ['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 2, 56, 'cty7nsrs5yn785m330c2gbwq2', 'N. Frederiksen'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 2, 61, 'dy8wa8cciiae72q2ynm80rlcl', 'J. Dilrosun'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 2, 66, '4j5hfebi948ggjwexpndrub1m', 'Danilo'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 2, 69, '4yyekuopwb7otz18rqfgwjht5', 'L. Geertruida']]
7;3y8wuyp2w4ehm5ohlwe61sowk;2022-08-07Z;8iawijq7s9s6d85mjz8wdslki;4tic29sox7m39fy1ztgv0jsiq;Nijmegen Eendracht Combinatie;FC Twente;N.E.C.;TWE;[['Twente', '4tic29sox7m39fy1ztgv0jsiq', 2, 50, '9qoc020keotb4s72a09zm5pzp', 'M. Sadílek', 'YC'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 2, 53, '5qvy65ckiigykkowpyco05zv9', 'M. Duelund', 'YC']];Goffertstadion;[['Twente', '4tic29sox7m39fy1ztgv0jsiq', 2, 91, 'ahwtdhrerarmljk9bh0tcpk6i', 'S. Steijn']]
8;3ybnesj6sorgz9qu7d7tq1mhg;2022-08-07Z;3kfktv64h7kg7zryax1wktr5r;b79uipsy57y1jqpy07h4i5ovk;Alkmaar Zaanstreek;Go Ahead Eagles;AZ;GAE;[['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 72, '7lpwkpwfw656re3pymntslv55', 'B. Adekanye', 'YC'], ['AZ', '3kfktv64h7kg7zryax1wktr5r', 2, 80, '8ymqihdfqc7esda7y407lebx1', 'D. de Wit', 'YC']];AFAS Stadion;[['AZ', '3kfktv64h7kg7zryax1wktr5r', 2, 70, '7sd87ylfbtgwgpb70hf68cel1', 'V. Pavlidis'], ['AZ', '3kfktv64h7kg7zryax1wktr5r', 2, 86, '1hmy5uxiyr8g915tngl9l8twq', 'M. van Brederode']]
9;32s6daf0x5cxgbzvc686xjwus;2022-08-12Z;dqk062lu0vm8epvytbm6r4mmf;6hsriqr3ybvyg94w2k19oal50;SBV Excelsior;SBV Vitesse;EXC;VIT;[['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 2, 97, '4ecptuxoyx485mmhrubuscgyd', 'S. Tronstad', 'RC']];Van Donge & De Roo Stadion;[['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 1, 14, '5zwa237gtyf2mlrmo7tlkqnoq', 'R. Kharchouch'], ['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 1, 20, '5zwa237gtyf2mlrmo7tlkqnoq', 'R. Kharchouch'], ['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 1, 29, 'cty7nsrs5yn785m330c2gbwq2', 'N. Frederiksen'], ['Excelsior', 'dqk062lu0vm8epvytbm6r4mmf', 2, 76, 'a46irqckxabod18j2c0qfixre', 'K. Goudmijn']]
10;32y6epyv0js1swwxf8b9en76c;2022-08-13Z;b79uipsy57y1jqpy07h4i5ovk;24fvcruwqrqvqa3aonf8c3zuy;Go Ahead Eagles;PSV Eindhoven;GAE;PSV;[['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 1, 32, 'ciguyr553yqapqfudim9af46h', 'M. Deijl', 'RC'], ['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 74, '32pfghvfogjnpbgsj5mk2jhpm', 'José Fontán', 'YC']];De Adelaarshorst;[['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 1, 3, '4drquvq035kmr2smvzph82bx1', 'L. de Jong'], ['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 1, 14, 'hxqybxg5578sgx0gx5qb834l', 'I. Lidberg'], ['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 1, 48, 'exhxdmdq49xj4dnguq03qnlgq', 'X. Simons'], ['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 1, 55, '3ojwbw6v83g9b0u2wssnkzzzd', 'A. Obispo'], ['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 2, 76, 'exhxdmdq49xj4dnguq03qnlgq', 'X. Simons'], ['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 80, '7dkhv2l8y6jq20l1dc2ye17je', 'O. Edvardsen'], ['PSV', '24fvcruwqrqvqa3aonf8c3zuy', 2, 89, 'd4j19ipiaeuetyij08fofgs15', 'J. Veerman']]
11;332uofr9kbcy9h3peznm1kvmc;2022-08-13Z;3t0vjqtxc8wpjzv82i3oi2ova;ed5nwjz5za3oyi20nxzgqivmx;FC Emmen;RKC Waalwijk;EMM;RKC;[['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 1, 12, 'e8wfxueczkhrj92rytelw5vx1', 'M. Kramer', 'YC'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 1, 49, '9fkdgor4mv7f8eqz65ugnnydx', 'M. Araujo', 'YC'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 2, 48, '49x98sk3wf7sjshrlou5vnvje', 'L. Bernadou', 'YC'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 2, 92, 'ew4kbwq27lxqocg0920amphw5', 'J. Veldmate', 'YC']];De Oude Meerdijk;[['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 2, 58, '49x98sk3wf7sjshrlou5vnvje', 'L. Bernadou'], ['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 2, 89, 'a0i7hc92p5ijqi4jqw8krh8x6', 'Julen Lobete']]
12;337gvq9mccs8tve22wevlcems;2022-08-13Z;ccpscwdcm65czscrun048ecn5;ears40cp6opsgvhsy0dgyszpd;FC Utrecht;SC Cambuur Leeuwarden;UTR;CAM;[['Utrecht', 'ccpscwdcm65czscrun048ecn5', 1, 14, '28o7vv0jud22hmg4h649yozqh', 'T. Booth', 'YC'], ['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 1, 31, 'afsin57n25r53ifmqyfmbzqol', 'R. Uldriķis', 'YC'], ['Utrecht', 'ccpscwdcm65czscrun048ecn5', 2, 47, 'eu6pfkiah7otafyryg6ll7y09', 'L. Brouwers', 'YC'], ['Utrecht', 'ccpscwdcm65czscrun048ecn5', 2, 86, '1s7vp9ovsa1jo7tu7nisykn9x', 'M. van der Maarel', 'YC']];Stadion Galgenwaard;[]
13;33bzuj02u3sr1x3cx4zzmmxp0;2022-08-13Z;20vymiy7bo8wkyxai3ew494fz;4vd2t5schmvvufrfib7f2vjdf;Feyenoord Rotterdam;SC Heerenveen;FEY;HEE;[['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 1, 48, '8wb6zb0imo0295asm428cur55', 'M. Köhlert', 'YC'], ['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 2, 79, 'e5xuwwa4qs6zxjd7y52tslih', 'Q. Timber', 'YC'], ['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 2, 97, 'awih1xkabe5o6afn6d85ilxw5', 'A. Noppert', 'YC']];Stadion Feijenoord;[]
14;33gniw0rooosckrkww1dyz47o;2022-08-14Z;6g9qrm72224jrk6tkxxxi8a9n;8iawijq7s9s6d85mjz8wdslki;FC Volendam;Nijmegen Eendracht Combinatie;VOL;N.E.C.;[['Volendam', '6g9qrm72224jrk6tkxxxi8a9n', 1, 34, '1sb4655mgzrdohlltyk9fqlzp', 'D. van Mieghem', 'YC'], ['Volendam', '6g9qrm72224jrk6tkxxxi8a9n', 2, 56, 'a21sngx9u0boxf3n6u5qbkdlh', 'C. Eiting', 'YC']];Kras Stadion;[['Volendam', '6g9qrm72224jrk6tkxxxi8a9n', 1, 11, '1sb4655mgzrdohlltyk9fqlzp', 'D. van Mieghem'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 1, 17, 'cudl1cjc8kxshfbhatms7aooa', 'E. Tavşan'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 1, 19, '6rfm7p5go1lgv6ccdjqgpallh', 'O. Tannane'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 2, 76, '5qvy65ckiigykkowpyco05zv9', 'M. Duelund'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 2, 90, 'brij3tiox17hyfm63ulhg5sr9', 'J. Bruijn']]
15;33l8vsssln0orhqmpvg7v1gr8;2022-08-14Z;d0zdg647gvgc95xdtk1vpbkys;cos9hxi16eitbcbthof7zrm4m;AFC Ajax;FC Groningen;AJA;GRO;[['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 1, 30, '6m2pk6odyb3atayt6u8cifahh', 'D. Tadić', 'YC']];Johan Cruijff Arena;[['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 1, 4, '6hrp4zuxh40i3tccmk5s0j5xx', 'S. Bergwijn'], ['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 1, 10, 'a9z0jsjwfteq974bxwucvc4ix', 'C. Ngonge'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 1, 28, 'v22q59d00b5v78rgx7v8z3vu', 'Antony'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 1, 45, '6hrp4zuxh40i3tccmk5s0j5xx', 'S. Bergwijn'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 2, 57, '6hrp4zuxh40i3tccmk5s0j5xx', 'S. Bergwijn'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 2, 66, '35qg0rrwtl00pycx468s62m3u', 'K. Taylor'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 2, 88, '7joybllup4h9oe6zfhcepjy6t', 'S. Berghuis']]
16;33pt0nlqk12yeh1nq9hpriwwk;2022-08-14Z;4tic29sox7m39fy1ztgv0jsiq;3ebril33e08ddzob4bhq8awsr;FC Twente;Fortuna Sittard;TWE;FOR;[['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 73, '5fnmjp63t7m9fg3y2fcw6z015', 'Deroy Duarte', 'YC'], ['Twente', '4tic29sox7m39fy1ztgv0jsiq', 2, 74, '36veg0wk1z3om89daf0clbl5h', 'R. van Wolfswinkel', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 80, 'atbvv2os8m7nfs0p128w5a6l1', 'M. Seuntjens', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 92, '8rqula41yqtbwycgemsw9ixud', 'B. Yılmaz', 'YC']];De Grolsch Veste;[['Twente', '4tic29sox7m39fy1ztgv0jsiq', 1, 22, '36veg0wk1z3om89daf0clbl5h', 'R. van Wolfswinkel'], ['Twente', '4tic29sox7m39fy1ztgv0jsiq', 1, 44, '6p4fs5rivwt0e45twlsf6ajth', 'J. Brenet'], ['Twente', '4tic29sox7m39fy1ztgv0jsiq', 2, 53, '3c4l2e3gzgpqrc2ygkbmp0jpx', 'V. Misidjan']]
17;33ub0auf6xkgz0j98adtb6z2s;2022-08-14Z;89w5c6pw7vn0dxypi61tt0g4k;3kfktv64h7kg7zryax1wktr5r;Sparta Rotterdam;Alkmaar Zaanstreek;SPA;AZ;[];Sparta-Stadion Het Kasteel;[['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 1, 1, '2nwthqvbk70e2qo35dgp35979', 'V. van Crooij'], ['AZ', '3kfktv64h7kg7zryax1wktr5r', 1, 46, '7sd87ylfbtgwgpb70hf68cel1', 'V. Pavlidis'], ['AZ', '3kfktv64h7kg7zryax1wktr5r', 2, 57, '8ymqihdfqc7esda7y407lebx1', 'D. de Wit'], ['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 2, 59, '2nwthqvbk70e2qo35dgp35979', 'V. van Crooij'], ['AZ', '3kfktv64h7kg7zryax1wktr5r', 2, 65, 'a2zavv31d2aadyddk0kjttdgq', 'M. Kerkez']]
18;33xoky94t0mcggyc3p1pdsh04;2022-08-20Z;6hsriqr3ybvyg94w2k19oal50;4vd2t5schmvvufrfib7f2vjdf;SBV Vitesse;SC Heerenveen;VIT;HEE;[['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 1, 36, '7m3uhmmzizwmpk64dw750pn11', 'A. Tahiri', 'YC'], ['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 1, 36, '4snaidw6iaeo0k20gjfm35nft', 'T. Domgjoni', 'YC'], ['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 1, 43, '5gyjq8tsjxk396qt4hqlwn3dh', 'M. Wittek', 'YC'], ['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 2, 69, '7jtag81mvpom3bfgezx8txbdh', 'T. Haye', 'YC'], ['Vitesse', '6hsriqr3ybvyg94w2k19oal50', 2, 86, '4idru0svqcqjpi03b4jhqyd3p', 'M. Bero', 'YC']];GelreDome;[['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 1, 5, 'dc4n5ylytswddlvd82snkb90q', 'S. van Hooijdonk'], ['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 1, 48, 'amvonu36at4dg7ksi1ioczi3u', 'A. Sarr'], ['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 2, 72, 'dc4n5ylytswddlvd82snkb90q', 'S. van Hooijdonk'], ['Heerenveen', '4vd2t5schmvvufrfib7f2vjdf', 2, 77, 'dc4n5ylytswddlvd82snkb90q', 'S. van Hooijdonk']]
19;348bc4ykckvq1t17r4gjem6tw;2022-08-20Z;3ebril33e08ddzob4bhq8awsr;ears40cp6opsgvhsy0dgyszpd;Fortuna Sittard;SC Cambuur Leeuwarden;FOR;CAM;[['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 1, 19, '8o13oyr0lqkr5sw7j9ekdan6x', 'M. Hoedemakers', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 55, 'atbvv2os8m7nfs0p128w5a6l1', 'M. Seuntjens', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 82, 'cozhhgt0jbcuu4wdxf1pwjkyd', 'D. Erdoğan', 'YC'], ['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 2, 91, '9trasqdd75zjxz4kzplb64xjp', 'A. Ferati', 'YC']];Fortuna Sittard Stadion;[['Fortuna Sittard', '3ebril33e08ddzob4bhq8awsr', 1, 10, '8rqula41yqtbwycgemsw9ixud', 'B. Yılmaz'], ['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 2, 47, 'ae7ij4u0xy9iru6qvdw2i9fu2', 'M. Breij'], ['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 2, 79, '8o13oyr0lqkr5sw7j9ekdan6x', 'M. Hoedemakers'], ['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 2, 87, '8o13oyr0lqkr5sw7j9ekdan6x', 'M. Hoedemakers'], ['Cambuur', 'ears40cp6opsgvhsy0dgyszpd', 2, 92, 'efwbv81uca8myl7gusdb2q38p', 'J. ter Heide']]
20;344thx5fxxiexmrx78uyu8s2c;2022-08-20Z;3t0vjqtxc8wpjzv82i3oi2ova;ccpscwdcm65czscrun048ecn5;FC Emmen;FC Utrecht;EMM;UTR;[];De Oude Meerdijk;[['Utrecht', 'ccpscwdcm65czscrun048ecn5', 1, 10, '1p0xp2onnys7jlru55vfgf1pm', 'T. Douvikas'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 1, 27, '55e0z1vhb48go6y2io7h80aqy', 'O. Romeny'], ['Utrecht', 'ccpscwdcm65czscrun048ecn5', 1, 34, '395y7yj6o1xwr6uaxs4sjnjdh', 'B. Dost'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 2, 59, 'ewbakrn2dqmy062scjnz0pecp', 'Rui Mendes'], ['Emmen', '3t0vjqtxc8wpjzv82i3oi2ova', 2, 79, 'cqrk42u0s5w8yuq6mnckug02y', 'J. Vlak']]
21;3416dsrvjmox20ex7nmhfk4d0;2022-08-21Z;cos9hxi16eitbcbthof7zrm4m;b79uipsy57y1jqpy07h4i5ovk;FC Groningen;Go Ahead Eagles;GRO;GAE;[['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 1, 7, 'ait187bpr8we72jvfxxt6ttjp', 'M. te Wierik', 'YC'], ['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 90, '32pfghvfogjnpbgsj5mk2jhpm', 'José Fontán', 'YC'], ['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 2, 91, '3hn1o03lxsjzju3uorl6rnpxw', 'Y. Kalley', 'YC'], ['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 95, 'dtglxu78mwbkvog0jnusmdc5x', 'P. Rommens', 'YC']];Euroborg;[['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 1, 3, '4odeml6s5vm38m9u7tnh6n8id', 'J. de Lange']]
22;34c4f5oltw3hj7q4p7kbfpp1w;2022-08-21Z;89w5c6pw7vn0dxypi61tt0g4k;d0zdg647gvgc95xdtk1vpbkys;Sparta Rotterdam;AFC Ajax;SPA;AJA;[['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 1, 14, '6w59kdfilru1152bjutstu2fp', 'J. de Guzmán', 'YC'], ['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 1, 32, 'bp3apdb2ahzacq45k4mzj5jhl', 'E. Álvarez', 'YC']];Sparta-Stadion Het Kasteel;[['Ajax', 'd0zdg647gvgc95xdtk1vpbkys', 1, 37, '6hrp4zuxh40i3tccmk5s0j5xx', 'S. Bergwijn']]
23;34jwem3yof4minplmdhnrujo4;2022-08-21Z;ed5nwjz5za3oyi20nxzgqivmx;20vymiy7bo8wkyxai3ew494fz;RKC Waalwijk;Feyenoord Rotterdam;RKC;FEY;[['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 1, 27, '93cf9npj6wl6vrxw7hetf6ok5', 'I. Bel Hassani', 'YC'], ['RKC Waalwijk', 'ed5nwjz5za3oyi20nxzgqivmx', 2, 89, '9787nemt11c372uird332d13p', 'J. Gaari', 'YC']];Mandemakers Stadion;[['Feyenoord', '20vymiy7bo8wkyxai3ew494fz', 2, 68, '4j5hfebi948ggjwexpndrub1m', 'Danilo']]
24;34w3f3wieu2sqnqgkwlw06yvo;2022-08-26Z;8iawijq7s9s6d85mjz8wdslki;cos9hxi16eitbcbthof7zrm4m;Nijmegen Eendracht Combinatie;FC Groningen;N.E.C.;GRO;[['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 2, 58, '4t85yj2ijymrz5vf457jcihre', 'T. Suslov', 'YC'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 2, 63, '6rfm7p5go1lgv6ccdjqgpallh', 'O. Tannane', 'YC'], ['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 2, 63, '2fbolmn7pyvn5oto4zoeqguwa', 'N. Kasanwirjo', 'YC'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 2, 93, 'cudl1cjc8kxshfbhatms7aooa', 'E. Tavşan', 'YC']];Goffertstadion;[['Groningen', 'cos9hxi16eitbcbthof7zrm4m', 2, 75, 'ebrua3sixxfvycsty8z956ga1', 'L. Duarte'], ['NEC', '8iawijq7s9s6d85mjz8wdslki', 2, 88, '4fiks6jvfxzbs9k0s050vmfbo', 'I. Cissoko']]
25;34zni74xmzowo7omt9jnj3q50;2022-08-27Z;b79uipsy57y1jqpy07h4i5ovk;89w5c6pw7vn0dxypi61tt0g4k;Go Ahead Eagles;Sparta Rotterdam;GAE;SPA;[['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 56, '7sa0cx70w7dc0ahu5sm0ziz11', 'R. Fernandes', 'RC'], ['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 2, 57, 'f57vs3qmmob743hdk2dxf56cq', 'S. Sambo', 'YC'], ['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 2, 88, '5el82g04yvl9ai8ws8pxbvaad', 'M. Pinto', 'YC'], ['Go Ahead Eagles', 'b79uipsy57y1jqpy07h4i5ovk', 2, 92, 'aq8emkcjejbav0fys17iqv2ll', 'J. Bakker', 'YC']];De Adelaarshorst;[['Sparta Rotterdam', '89w5c6pw7vn0dxypi61tt0g4k', 1, 18, '6q77vt9bp8dsq48pa97mfzsa1', 'T. Lauritsen']]
