;espn_id;home_team;away_team;home_abbrev;away_abbrev;score_home;score_away;date;cup;article_title;article
299;621364;Excelsior;FC Groningen;EXC;GRO;2;4;2021-12-15Z;2021-22 KNVB Beker, Tweede ronde;Excelsior buigt pas in tweede verlenging voor Groningen;"Met zijn zesde goal in zijn laatste zes wedstrijden kroonde Jörgen Strand Larsen zich tot matchwinner in het bekerduel met Excelsior. De 1-voudig Noors International sloeg in de tweede verlenging toe met twee doelpunten, waardoor zijn Groningen moeizaam won van de Keuken Kampioen Divisie-club: 2-4.

 Na een geweldige actie van Redouan El Yaakoubi was het de thuisploeg die na iets meer dan twintig minuten op voorsprong kwam. De verdediger stoomde op, speelde twee Groningers uit en gaf met zijn verkeerde rechter de bal hard voor. Reuven Niemeijer is normaliter geen kopspecialist, maar deze voorzet kopte hij snoeihard tegen de touwen: 1-0.

 Ngonge bijna onthoofd
Nadat Cyriel Ngonge twee minuten knock-out op het veld lag nadat El Yaakoubi keihard een bal in zijn gezicht schoot, nam de Belg uit Ukkel revanche via een doelpunt in de extra tijd van de eerste helft. Mo El Hankouri werd aangespeeld door Neraysho Kasanwirjo, dribbelde langs drie Excelsior-spelers voordat hij Ngonge aanspeelde. De Ukkelenaar nam de bal op briljante wijze mee en schoot hem onberispelijk langs Stijn van Gassel: 1-1.

 Na rust was het duel nog steeds gelijkwaardig. Na 69 minuten kwam Mats Wieffer op aan de rechterkant en probeerde topscorer Thijs Dallinga aan te spelen. Wessel Dammers voorkwam dat met een nogal lompe tackle, waardoor de bal terecht kwam bij Julian Baas, die niet twijfelde en de bal achter Jan Hoekstra schoot: 2-1. Het zou uiteindelijk niet de avond van Dallinga worden.

 Penalty El Hankouri
Een stunt zat er lang in voor de nummer twee van de Keuken Kampioen Divisie, maar de nummer 11 van de Eredivisie kwam toch nog terug. Invaller Michael de Leeuw versierde in de 85ste minuut een penalty na een uitgestoken been van El Yaakoubi. Voor El Hankouri was het geen moeite om de Groningers naar de finale te schieten: 2-2.

 In de eerste verlenging bleek een doelpunt te veel gevraagd. In de tweede zeker niet. Nadat De Leeuw zijn best deed de bal na 111 minuten binnen te schieten lukte dat zijn collega in de spits wel. Tomas Suslov kreeg de rebound op het schot van De Leeuw onder controle en speelde de Noor op het juiste moment aan: 2-3.

 Drie minuten later maakte de Noor zijn derde bekergoal van het seizoen. Een diepe bal werd niet goed ingeschat door Van Gassel, waarna de bal bleef hangen en Strand Larsen hem al liggend via het scheenbeen van Joshua Eijgenraam in het doel schoot: 2-4.

###

"
300;621366;FC Twente;Feyenoord;TWE;FEY;2;1;2021-12-15Z;2021-22 KNVB Beker, Tweede ronde;FC Twente knikkert Feyenoord uit de beker;"Feyenoord heeft in aanloop naar de klassieker tegen Ajax een flinke dreun geïncasseerd. De ploeg van trainer Arne Slot verloor in het KNVB-bekertoernooi onnodig bij FC Twente (2-1).

 Feyenoord, met aanvoerder Jens Toornstra als reserve, had het beste van het spel. De Rotterdammers dwongen met verzorgd en gevarieerd voetbal een aantal prima kansen af. De afronding liet echter veel te wensen over.

 Dessers, die in het basisteam de voorkeur had gekregen boven Bryan Linssen, miste precisie en vond ook Unnerstall op zijn weg. De Duitse keeper hield eveneens de doorgebroken Lutsharel Geertruida van scoren af. Unnerstall was kansloos bij een uithaal van Alireza Jahanbakhsh, maar de binnenkant van de paal voorkwam een doelpunt.

 De thuisclub kreeg vlak voor de rust de grootste kans. Uit de rebound van een vrije trap knalde Ramiz Zerrouki de bal hard op de buitenkant van de paal.

 Na de pauze opende Dessers snel de score. Hij schoot van dichtbij raak (0-1). Zonder veel overtuiging ging FC Twente daarna op zoek naar de gelijkmaker. Feyenoord bleef de betere ploeg en kreeg ook de grootste kansen. Na ruim een uur belandde een uithaal van Jahanbakhsh opnieuw op de paal.

 FC Twente sloeg in de slotfase onverwacht toe. Troupée strafte een inschattingsfout van doelman Justin Bijlow beheerst af, 1-1. In de verlenging had Feyenoord aanvankelijk opnieuw een overwicht. Unnerstall hield FC Twente overeind. De thuisploeg bleek nadien in de verlenging nog voldoende kracht over te hebben voor een slotoffensief, dat verrassend door tiener Ugalde werd bekroond: 2-1. Dankzij Unnerstall en het nodige geluk hield FC Twente de late voorsprong vast.

###

"
301;611792;VV Alkmaar Vrouwen;Ajax Vrouwen;ALK;AJA;1;4;2021-12-12Z;2021-22 Vrouwen Eredivisie, Regulier seizoen;Ajax terug aan kop na makkelijke winst bij Alkmaar;"Ajax Vrouwen is weer terug aan kop. Nadat Feyenoord Vrouwen vrijdagavond de koppositie in de Pure Energie Vrouwen Eredivisie overnam, moest de ploeg van Danny Schenkel winnen op bezoek bij VV Alkmaar om die weer te heroveren. Dat lukte. Na een goede start liepen de Amsterdammers uiteindelijk uit naar 1-4.

 Na tien minuten al opende Victoria Pelova de score. De middenvelder kreeg de bal aangespeeld van Sherida Spitse, kreeg alle tijd om open te draaien en niet eens met een heel hard schot verschalkte ze Alkmaar-keeper Henriikka Makela. Tien minuten later moest ze opnieuw vissen. Een corner van Lisa Doorn belandde bij medeverdediger Stephanie van der Gragt, die hard inkopte. Nu kon Makela wel keren, maar was Eshley Bakker de snelste voor de rebound: 0-2.

 Vlak voor rust deed Alkmaar nog wel wat terug. Kyah Coady stuurde Veerle van der Most weg en via een Amsterdams been vlag hoor inzet over Regina van Eijk in het Amsterdamse doel: 1-2. Na rust maakte Romée Leuchter aan alle onzekerheid een einde. Pelova stuurde Chasity Grant weg, die Leuchter vrij voor doel zette: 1-3.

 In de extra tijd werd het ook nog 1-4 voor de Amsterdammers. Een voorzet van rechts van Nikita Tromp werd door Nicole Stoop in eigen goal verwerkt.

 Heerenveen - PSV
Bij Heerenveen tegen PSV stond de uitslag al na vier minuten op het bord. Desiree van Lunteren mocht aanleggen voor een strafschop, benutte die en was daarmee goed voor de enige treffer in het duel. Zo blijft PSV in het spoor van Ajax en Feyenoord. De ploeg van Rick de Rooij heeft nu 20 punten, twee minder dan Ajax en Feyenoord.

###

"
302;618892;Feyenoord;Maccabi Haifa;FEY;HAI;2;1;2021-12-09Z;2021-22 UEFA Europa Conference League, Groepsfase;Feyenoord sluit groepsfase in stijl af met zege op Maccabi;"Feyenoord heeft de al zo succesvolle groepsfase in de Conference League winnend weten af te sluiten. In Rotterdam werd Maccabi Haifa met 2-1 verslagen dankzij goals van Cyriel Dessers en Reiss Nelson.

 De Belgische spits miste in de eerste helft eerst de nodige kansen, voor uiteindelijk in de 39ste minuut doeltreffend af te ronden. Opvallende basisspeler Mark Diemers gaf de assist bij de openingstreffer.

 Nelson kon in de 65ste minuut vrijuit dribbelen in de zestienmeter van de bezoekers en schoot binnen: 2-0. In de blessuretijd liep de ploeg van Arne Slot nog tegen een onnodige tegentreffer aan. Din David profiteerde van matig optreden van de van het coronavirus herstelde Justin Bijlow: 2-1.

 Feyenoord was voor de aftrap al zeker van groepswinst. Door de nederlaag in Rotterdam zijn is Maccabi nu uitgeschakeld in Europa. De heenwedstrijd in Haifa eindigde nog in een 0-0 gelijkspel.

 Slavia Praag en Union Berlin mochten onderling uitmaken wie er tweede werd in de poule. In de Duitse hoofdstad eindigde het in 1-1 en daarmee gaan de Tsjechen door.

 Slot wisselt volop

 Feyenoord was voorafgaand aan het duel al geplaatst voor de knock-outfase van het toernooi. Daardoor kon Slot volop wisselen en experimenteren.

 Zo kwamen de nodige jeugdspelers aan bod in de slotfase van de wedstrijd. Mimeirhel Benita, Lennard Hartjes, Sem Valk, Antoni Milambo en Aliou Baldé konden op piepjonge leeftijd hun opwachting maken.

 Zoals vooraf aangekondigd spaarde Slot ook in aanloop naar het treffen al enkele spelers. Feyenoord moest het bovendien stellen zonder de geblesseerde Gernot Trauner en Orkun Kökçu.

 Ook Alireza Jahanbakhsh en de geschorste Guus Til waren niet van de partij. In de verdediging was er een basisplaats voor Ramon Hendriks en op het middenveld kregen Diemers en João Teixeira de kans zich te laten zien.

 De aanval was eveneens volledig anders ten opzichte van het duel met Fortuna van afgelopen zondag. Naoufal Bannis, Dessers en Nelson vormden het aanvalstrio.

###

"
303;618893;Vitesse;NS Mura;VIT;MURA;3;1;2021-12-09Z;2021-22 UEFA Europa Conference League, Groepsfase;Vitesse in wachtkamer knock-outfase Conference League na eenvoudige zege op Mura;"Vitesse hoopt ook na de winterstop nog actief te zijn in de Conference League. De Arnhemmers wonnen donderdag het afsluitende duel in groep G tegen NS Mura: 3-1. Doordat de ontmoeting tussen Tottenham Hotspur en Stade Rennes niet doorging, weet Vitesse nog niet waar het aan toe is. Voorlopig staat de club op de tweede plek achter poulewinnaar Stade Rennes.

 Tottenham kreeg een dag voor de wedstrijd te maken met een grote uitbraak van het coronavirus in de selectie. De UEFA meldde donderdag dat het duel was geschrapt. Vitesse wilde, vanwege competitievervalsing, eigenlijk niet spelen. Omdat de UEFA de Gelderse club in het ongewisse liet over verdere besluitvorming, besloot Vitesse toch maar gewoon te voetballen.

 Het elftal van trainer Thomas Letsch was in de strijd met Tottenham gebaat bij veel doelpunten. Voor rust vielen er drie. Thomas Buitink kon de bal al in de 3e minuut in het doel werken. De tweede treffer liet even op zich wachten. Na een lange trap van keeper Jeroen Houwen kon Loïs Openda ongehinderd op het doel van Mura afrennen. De Belg schoot de bal in de 35e minuut beheerst raak. Daan Huisman zorgde kort daarna voor de 3-0.

 Vitesse wilde na rust verder doordrukken. De thuisploeg kreeg nog enkele goede kansen, maar doelpunten bleven uit. Mura scoorde in een van de tegenaanvallen wel. Invaller Amadej Marosa was in de 82e minuut trefzeker.

 Wachtkamer

 Vitesse heeft na zes duels 10 punten en een doelsaldo van +3. Tottenham verzamelde in vijf wedstrijden 7 punten en heeft ook een doelsaldo van +3. Het onderling resultaat tussen Vitesse en Tottenham is gelijk, zodat het doelsaldo de doorslag geeft. Als de wedstrijd tussen Tottenham en Stade Rennes nog gespeeld wordt en de Londense club wint, gaat Tottenham Vitesse op de ranglijst voorbij. Dat zou betekenen dat Vitesse is uitgeschakeld. Bij een gelijkspel of een nederlaag van de Spurs, 'overwinteren' de Arnhemmers wel in Europa.

 In dit artikel is informatie van het ANP gebruikt

###

"
304;618832;Real Sociedad;PSV;RSO;PSV;3;0;2021-12-09Z;2021-22 UEFA Europa League, Groepsfase;Europa League: PSV uitgeschakeld na rampavond bij Sociedad;"De samenvatting van de wedstrijd in de Europa League tussen Real Sociedad en PSV.

 PSV is na een 3-0 nederlaag bij Real Sociedad uitgeschakeld in de Europa League en zal na de winter het Europees voetbal vervolgen in de Conference League. Bovenop de uitschakeling kwam nog de volgende hamstringblessure van Noni Madueke. Dat verlies is misschien nog wel groter. En op deze rampavond voor Eindhovenaren haalde PSV het einde niet met z'n elven, na een tweede gele kaart voor Sangaré.

 Toen PSV en Sociedad bijna 3 maanden in Eindhoven 2-2 speelden, toonde Mario Götze zich een ware maestro. Een dirigent van het het aanvalsspel, dartelend op slechts het tweede Europese niveau. Trainer Roger Schmidt zal dan ook dolblij zijn geweest met het bericht van zijn medische staf dat Supermario hersteld was van zijn rugklachten, die Götze tegen Utrecht nog buiten het veld hadden gehouden. De terugkeer van de wereldkampioen ging ten koste van de minder gepolijste Braziliaan Carlos Vinícius, die tactisch faalde oordeelde Schmidt na het duel tegen Utrecht.

 Hoewel een puntje genoeg was stond Phillipp Mwene al na 45 seconden voor de doelman van de Basken. Die trouwens wel op tijd was. De ploeg die moest, Sociedad, zakte heel ver in en gaf PSV de bal. Maar het luie leunen is wat ze 't liefste doen, de pijlsnelle counter de specialiteit. Met na 16 minuten een eerste voorbeeld. Ritsu Doan verspeeld bijna bij de cornervlagde bal en tik-tak weg was Isak, Alexander Isak, bekend van Willem II. De Zweed faalde 1 tegen 1 met Joël Drommel. PSV ontsnapte. En waarschuwde een minuut later met een strak schot van Gakpo, maar de spits van dienst stond een meter buitenspel.

 Terwijl de wolken huilden in Baskenland, misschien vanwege het oeverloze ongevaarlijke geschuif, toen Sangaré er na 20 minuutjes ineens een indrukwekkende solo uitgooide. De bal belandde na het kunststukje langs twee man voor de liner van Mwene, die met een curve Alex Remiro testte. Die iets later gepasseerd werd, maar op de lijn assistentie kreeg van Isak, die de harde kopbal van Olivier Boscagli met de borst van de lijn haalde. En terug was het gekabbel. Tot Bruma uit het niets op de lat knalde. Iedereen in de goedgevulde Reale Arena zat weer rechtop.

 En waar 0-0 een logische ruststand leek, of misschien 0-1, stond er na de eerste helft 1-0 op de borden. Één slimmigheidje was voldoende. Porku liep uit de rug van Boscagli, werd op maat aangespeeld en legde prima terug op Adnan Januzaj. De Belg schoot de linkerhand van Mwene er bijna af: penalty. Keurig binnengeschoven door de captain Mikel Oyarzabal. Het overwicht van PSV bleek schijn. Al joeg de gefrustreerde Boscagli de bal van heel ver nog bijna binnen in de blessuretijd van het eerste bedrijf.

 Het leek de makkelijkste oplossing: schieten. Sociedad was niet naarvoren te branden. En liet met die voorsprong in de rug, PSV nog nadrukkelijk het spel maken in de tweede helft. De basiself leek daar niet toe in staat. Ja, Sangaré schoot nog een keer een end naast. Het leek wachten op de beroemde 'fresh legs' van Schmidt. Die na een dik uur hun entree maakten. Noni Madueke en Vinicíus moesten de bres slaan, het gaatje vinden, dat Gakpo en Doan niet lukte. Maar het bleek het begin van rampspoed. Het duo stond nog geen 5 seconden op het veld of Guti verspeelde achterin onnozel de bal aan Martín Zubimendi. Die tikte door op Oyarzabal en raak, 2-0. Geen PSV'er die 't balverlies aan zag komen. En dus in kon grijpen.

 Daarmee leken de kansen wel verkeken voor PSV en erger. De frisse benen van Madueke bleken niet zo fris. Vijf minuten op het veld liep hij zijn vierde hamstringblessure op. Wéér tegenslag voor de 19-jarige Engelsman. En mocht er nog iemand geloven in een voetbalwonder, dat laatste sprankje verdween met een omstreden tweede gele kaart voor Sangaré. Van Felix Zwayer, de Duitse scheidsrechter die na de Klassiker dit weekend al in opspraak kwam. Het lukte PSV met 11 al niet om iets te forceren, laat staan met 10. Dat de oud-Groninger Alexander Sørloth met een magistrale knal nog de 3-0 binnenschoot. Het was slechts een beetje extra zout in de gapende wond.

 Zo sneuvelde de Europese droom van PSV voor de tweede keer. Na het mislopen van Champions League voetbal was de Europa League het vangnet. De doelstelling om op het tweede podium te overwinteren is nu ook niet gehaald. Hoe mooi wordt dan straks de landing in de Conference League? Dat is de vraag na deze donkere avond in San Sebastián.  De andere wedstrijd in Groep B tussen Sturm Graz en AS Monaco ging nergens meer om. De Oostenrijkers waren al uitgeschakeld, terwijl de Monegasken al de groepswinnaar waren. In Graz werden de punten verdeeld: 1-1. Jakob Jantscher schoot de Oostenrijkers op voorsprong vanaf de stip. Na een half uur maaket Kevin Volland gelijk. Myron Boadu begon op bank en speelde de hele tweede helft. 


###

"
305;618903;AZ;Randers FC;AZ;RAN;1;0;2021-12-09Z;2021-22 UEFA Europa Conference League, Groepsfase;AZ dankt Oosting voor late zege tegen Randers;"AZ heeft de groepsfase van de Conference League afgesloten met een nipte zege op Randers FC. De overwinning kwam pas in de 87ste minuut tot stand via een doelpunt van invaller Thijs Oosting.

 Pascal Jansen had basisplaatsen voor Sam Beukema en Tijani Reijnders in petto en creëerde kans op kans in de eerste helft. Dani de Wit, geposteerd in de spits, stuitte op Randers-doelman Carlgren. Ook Jesper Karlsson had het vizier niet op scherp staan. De Zweedse doelman van de gasten redde ook op de inzet van Wijndal, waardoor het 0-0 stond bij rust.

 AZ bleef ook in de tweede helft de betere ploeg, maar was niet meer zo gevaarlijk als in het eerste bedrijf. De wedstrijd leek af te steven op een doelpuntloos gelijkspel, maar Carlgren, die zijn ploeg op de been had gehouden met een handvol reddingen, ging in de fout in de slotfase. Een houdbare poging van Zakaria Aboukhlal werd gelost, waarna Oosting kon binnen tikken en de gevierde man werd. De 50e wedstrijd van AZ onder leiding van Jansen eindigde zo in een zege. AZ verloor geen enkel duel in de groepsfase en verzamelde in totaal 14 punten in zes wedstrijden.

 Invaller Thijs Oosting wordt de matchwinner voor AZ. De spits maakt het enige doelpunt van de wedstrijd.

 De nederlaag in Alkmaar had voor Randers geen negatieve gevolgen. De Denen sluiten de groepsfase af als tweede, omdat CFR Cluj met 2-0 te sterk was voor Jablonec FK. Zodoende is Randers geplaatst voor de play-offronde van de Conference League, waarin een nummer drie uit een Europa League-groep wacht. 


###

"
306;618709;Ajax;Sporting CP;AJA;SCP;4;2;2021-12-07Z;2021-22 UEFA Champions League, Groepsfase;Ajax wint ruim van Sporting en schrijft geschiedenis in Champions League;"Ajax heeft de groepsfase van de Champions League in stijl afgesloten. Het elftal van trainer Erik ten Hag won ook het zesde groepsduel met Sporting Portugal (4-2). De club uit Amsterdam overwintert voor het eerst in de clubhistorie zonder puntenverlies in de koningsklasse, met een indrukwekkend doelsaldo van 20-5.

 Groepswinnaar Ajax stuit in de achtste finales op een nummer 2 van een andere poule. De loting voor de knock-outfase staat voor komende maandag op het programma.

 Weinig in een lege Johan Cruijff ArenA deed vermoeden dat het om een wedstrijd in de Champions League ging. Normaal trilt het stadion tijdens Europese wedstrijden en kunnen de spelers elkaar nauwelijks verstaan. Nu hoorde je hoe de regen neerdaalde op het gesloten dak van het onderkomen van Ajax.

 Zowel Ajax en Sporting was al zeker van een plaats in de achtste finales. De kampioen van Nederland startte zonder aanvoerder Dusan Tadic en Jurriën Timber, die na een volgende gele kaart een schorsing moet uitzitten. Trainer Rúben Amorin van Sporting wijzigde zijn basisformatie van het duel van vrijdag met Benfica op maar liefst acht plaatsen.

 Wie anders dan Sébastien Haller schoot Ajax na 8 minuten op voorsprong. De spits mocht een strafschop nemen nadat Daniel Braganca op zijn voet was gaan staan. Haller trad met zijn treffer in de voetsporen van Cristiano Ronaldo, die in het seizoen 2017/1018 voor Real Madrid ook in alle zes de groepswedstrijden scoorde. Haller mag zich met tien doelpunten voorlopig ook topscorer van de Champions League noemen.

 Perr Schuurs mocht zich aanrekenen dat Sporting in de 22e minuut op gelijke hoogte kwam. De vervanger van Timber verkeek zich op een voorzet van Bruno Tabata en zag Nuno Santos scoren. Ajax bleef ook na de gelijkmaker sterker maar Antony en Martínez stuitte op João Virgínia, de doelman die in de 42e minuut niet kon voorkomen dat Antony een blunder van Luis Neto afstrafte.

 Ajax ging na rust op zoek naar meer, met invallers Nicolás Tagliafico, Davy Klaassen, Devyne Rensch en Kenneth Taylor. Neres maakte de 3-0, vlak voordat hij werd gewisseld. Steven Berghuis tekende in de 62e minuut voor 4-1. Tabata bepaalde in de slotfase de eindstand namems de kampioen van Portugal.

###

"
307;604032;Jong Ajax;FC Emmen;JAJ;EMM;1;0;2021-12-06Z;2021-22 Keuken Kampioen Divisie;Jong Ajax koploper tweede periode na winst op Emmen;"Jong Ajax heeft de koppositie in de tweede periode gepakt na een 1-0 overwinning in de kraker tegen FC Emmen. De Drenten zijn door de nederlaag kansloos voor welke prijs dan ook in diezelfde periode. In de rennen-hollen-vliegen-wedstrijd op gure Toekomst maakte Youri Regeer in de stromende regen het enige doelpunt. De Amsterdamse beloften passeren Emmen ook op de reguliere ranglijst. Dick Lukkien hoopte vooraf in te lopen op koploper Volendam, maar dat plan viel letterlijk in het water.

 Ajax speelt morgen in de Champions League tegen Sporting, maar toch kreeg John Heitinga van zijn collega Erik ten Hag een paar versterkingen. Zo mocht Devyne Rensch (toch international) in de basis beginnen. Net als de Deen Mohamed Daramy, die debuteerde in de Keuken Kampioen Divisie. En zijn landgenoot Victor Jensen, die donderdag tegen Willem II op de bank zat, stond nu bij Jong aan de aftrap. Ook recordkeeper Jay Gorter begon.

 FC Emmen heeft niet de luxe om doordeweeks in een luxe kweekvijver te gaan vissen. Trainer Dick Lukkien begon dan ook gewoon met dezelfde 11, die vorig weekend met 3-0 wonnen van Almere City FC. De Fin Jasin-Amin Assehnoun maakte toen alledrie de doelpunten. En ook nu loste hij na 5 minuten het eerste schot in de richting van Gorter, die maar moeizaam redde. Omdat ie de bal gewoon wat laat zag. Miguel Araujo kreeg na een dik kwartier ook een bal richting doel, ondanks dat ie bij een corner onder het gras werd gestopt door 2 man.

 Daramy was de meest ijverige Ajacied op de koude en natte Toekomst. Maar zoals Ten Hag eerder op de dag tijdens de Champions League persconferentie al had aangegeven: rendement... Aan ijver geen gebrek, maar pijn deed het de granieten Emmer defensie niet. Zijn goedbedoelde passes kwamen niet aan of smoorden tussen Drentse voeten.
Na een half uur kreeg Enric Llansana pas een eerste halve kans. En dat terwijl trainer Heitinga nog zo gehamerd had op 'een stukje entertainment', want: ""Het is wel live op TV.""

 Taylor leek het te begrijpen, toen hij na een dribbel van Jensen de bal gewoon van 'm afsnoepte om op doel te rossen. 't Schot trof een been. En dus kregen we voor rust meer wissels dan goals. Lukkien moest Oussama El Azzouzi noodgedwongen vervangen. Hij raakte geblesseerd na een harde, onhandige charge van Youri Regeer (geel). Lucas Bernadou mocht twee minuten voor de pauze erop. In de rust bleef ook Arnaud Luzayadio achter in de kleedkamer, Mitch Apau mocht de stromende regen in. Bij Jong Ajax kwam Max de Waal en bleef Sontje Hansen binnen. Die is weer op de weg terug, zo vertelde hij in een openhartig interview.

 Sontje Hansen over fysieke en mentale problemen, en de zorg voor zijn moeder.

 Emmen kwam lekker uit de kleedkamer en knalde via Rui Mendes meteen nog maar een keer tegen Gorter aan. En Bernadou joeg nog een keer over. Maar het was Jong Ajax dat de voorsprong pakte. Terwijl de 'gladde pier' van Emmen, Assehnoun een de ene kant nog een penalty claimde, staken de Amsterdamse beloften razendsnel het veld over. daar mocht Daramy misschien wel een strafschop claimen, maar de aanval liep door. Unuvar legde de bal perfect op het hoofd van Regeer, 1-0. Invaller Apau stond te slapen.

 Emmen kon maar geen vuist maken in deze hotseknots wedstrijd. De schotjes werden zo hier en daar uitgewisseld, maar echt niet te missen kansen, nee. Tot vlak voor tijd. Wie anders dan Assehnoun haalde nog venijnig uit, maar Gorter zweefde stijvol richting hoek en tike de bal naast. De geschiedenis herhaalde zich op de valreep na een heerlijke omhaal van Mendes in blessuretijd.

 Jong Ajax kandideert zich dus meer en meer als titelkandidaat na een matige start onder Heitinga. En kan vrijdag in de laatste wedstrijd van de periode, uit bij TOP Oss, het bronzen schild pakken. De beloftenteams mogen niet meedoen aan de play offs uiteraard, dat ticket gaat dan naar de nummer 2.

 De ontknoping in de tweede periode is uiteraard van begin tot eind te volgen in Voetbal op Vrijdag, vanaf 19:30 op ESPN.

###

"
308;604035;Helmond Sport;FC Volendam;HEL;VOL;1;1;2021-12-03Z;2021-22 Keuken Kampioen Divisie;Koploper Volendam verslikt zich in Helmond Sport;"FC Volendam heeft tegen Helmond Sport twee dure punten verspeeld. Op bezoek bij de laagvlieger kwam Volendam niet verder dan een 1-1 gelijkspel.

 Volendam begon goed in Helmond maar de ploeg van Wim Jonk verprutste veel kansen. Na een half uur beet Helmond meer van zich af, wat leidde tot de verrassende openingstreffer van Arno Van Keilegom. Lang kon Helmond niet genieten van de voorsprong, want nog geen vijf minuten later stond het alweer gelijk. Robert Mühren gaf voor de verandering eens een assist, Martijn Kaars schoot de gelijkmaker keurig binnen.

 In de tweede helft drong Volendam flink aan, de koploper kreeg veel kansen maar het wist de mogelijkheden niet om te zetten in goals. Helmond Sport kon niet veel anders dan tegenhouden, maar slaagde wel in deze missie aangezien er niet meer gescoord werd.

 Volendam komt door het puntje nu vier punten los van Excelsior, dat maandag nog wel in actie komt tegen Jong AZ. In de tweede periode staat Volendam nu een puntje voor op Jong Ajax, maar ook die komen maandag nog in actie. 

 Reacties na afloop van helmond Sport - FC Volendam.

###

"
309;604036;FC Den Bosch;NAC Breda;DBO;NAC;0;5;2021-12-03Z;2021-22 Keuken Kampioen Divisie;NAC wint ruim van machteloos FC Den Bosch;"NAC heeft de uitwedstrijd tegen FC Den Bosch gewonnen. De club uit Breda zegevierde in de Keuken Kampioen Divisie met 0-5 in een leeg Stadion De Vliert. NAC besliste de wedstrijd na rust met drie doelpunten in zes minuten tijd.

 FC Den Bosch en NAC Breda begonnen de achttiende speelronde als de nummers acht en tien van de Keuken Kampioen Divisie. De Bosschenaren kregen midweeks een flinke tik te verwerken. Clubtopscorer Roy Kuijpers vertrekt per direct naar RKC Waalwijk. De 21-jarige aanvaller speelde op amateurbasis bij de club en kon daarom transfervrij vertrekken. Kuijpers was in zeventien wedstrijden goed voor negen doelpunten en twee assists.

 NAC de bovenliggende partij

 De Bredanaars namen meteen het initiatief in de wedstrijd. Onder leiding van de ervaren Ralf Seuntjens werd FC Den Bosch onder druk gezet. Dat leidde in de zevende minuut tot een levensgrote kans voor Kaj de Rooij. Hij schoot de bal voor leeg doel over na goed breedleggen van Antonia. Met een gewijzigde formatie, waarin Seuntjens als valse spits achter Boris van Schuppen fungeerde, probeerde NAC door de Bossche formatie van Jack de Gier te komen. Dat lukte met enige regelmaat, met name rechtsbuiten Jarchino Antonia was een ware plaag voor de verdediging van FC Den Bosch.

 Na 23 minuten was het dan eindelijk raak voor NAC. Met een gelukje kwam de bal bij Antonia die de bal diagonaal teruglegde, Seuntjens schoot de bal via een been van de tegenstander achter doelman Van der Steen. Het was alweer zijn tiende treffer van het seizoen. Leuk feitje: voor het zesde seizoen op rij dat Seuntjens uitkomt in de eerste divisie, staat hij op dubbele cijfers. FC Den Bosch kroop na het tegendoelpunt wat meer uit hun schulp en hield de bal wat langer in bezit. Ook waren ze scherper op de counter en meldden ze zich steeds meer op de helft van NAC.

 Voor rust kreeg FC Den Bosch nog twee mogelijkheden. Met afstandschoten van Ahannach en van der Heijden deelde het nog wat speldenprikjes uit. Maar echt gevaarlijk werd het niet voor het doel van doelman Nick Olij.

 Drie doelpunten in zes minuten

 Ook in de tweede helft was Antonia de man in vorm. Hij versnelde over rechts en tikte breed. Voor De Rooij een koud kunstje om de bal tegen de touwen te werken. Een kopie van het moment in de eerste helft maar nu weet De Rooij wel raak te schieten, 0-2. Een paar minuten later was het opnieuw raak. Na een mooie steekpass van Ralf Seuntjens, werkt Boris van Schuppen schitterend af met een stiftje.

 Van Schuppen schiet NAC op 3-0

 Nog geen minuut later is het alweer raak voor NAC. Thom Haye schiet een vrije trap binnen. Doelman Wouter van der Steen zag er niet goed uit. Na 67 minuten werd man of the match Jarchino Antonia naar de kant gehaald voor Pjotr Kestens. Het is de 20-jarige Belg die een minuut of vijf later de 0-5 op het scorebord zette. FC Den Bosch kon geen vuist meer maken en NAC speelde de wedstrijd rustig uit.

 Door deze overwinning klimt NAC naar de negende plek in de KKD. FC Den Bosch zakt twee plekken en is de nieuwe nummer tien op de ranglijst.

 Reacties na afloop van FC Den Bosch - NAC Breda.

###

"
