;espn_id;home_team;away_team;home_abbrev;away_abbrev;score_home;score_away;date;cup;article_title;article
200;632072;AZ;Ajax;AZ;AJA;0;2;2022-03-03Z;2021-22 KNVB Beker, Halve Finales;Zakelijk Ajax heeft geen kind aan AZ;"Door doelpunten van Steven Berghuis en Davy Klaassen heeft Ajax zich ten koste van AZ geplaatst voor de finale van de TOTO KNVB Beker. In een halve finale met weinig uitgespeelde kansen en veel strijd trok de ploeg van Erik ten Hag de overwinning over de streep.

 Het duel in het AFAS Stadion begon later omdat Ajax op zich liet wachten. De Amsterdammers stonden in de file en arriveerden later dan gepland. Er was afgesproken dat er wel gewoon om 20.00 uur zou worden afgetrapt, maar Ajax nam uitgebreid de tijd voor de warming-up en liet AZ wachten in de spelerstunnel. Om 20.07 werd de bal pas aan het rollen gebracht.

 De eerste grote schietkans van de wedstrijd leverde ook direct een doelpunt op. Een uitbraak die Berghuis inleidde werd later zelf afgerond door de aanvaller. Vanaf de rand van het strafschopgebied mikte Berghuis in de 11e minuut hard en laag raak. Gesteund door die voorsprong kreeg Ajax naarmate de eerste helft vorderde een steeds groter overwicht op AZ. Behoudens een poging van Antony, waar AZ-doelman Peter Vindahl zijn vingers tegen kreeg, werden de gasten niet heel gevaarlijk. De ploeg van Pascal Jansen bracht veel strijd aan de dag. Er waren irritaties over en weer, waardoor het spel geregeld stil kwam te liggen.

 Klaassen beslist halve finale

 Dat spelbeeld veranderde in de tweede helft niet. Zonder groots te spelen bleef Ajax relatief eenvoudig overeind in Alkmaar. De opzet van AZ om Ajax te ontregelen slaagde af en toe, maar dat leidde niet tot doelrijpe kansen voor de thuisploeg. Davy Klaassen drukte vlak voor het laatste fluitsignaal een Alkmaars slotoffensief de kop in. In de 89ste minuut stond de ingevallen Klaassen op de juiste plek om de 0-2 binnen te lopen op aangeven mede-invaller Nicolas Tagliafico. 

 Ajax maakt met deze zege een einde aan een reeks van 18 ongeslagen wedstrijden van AZ.

###

"
201;603993;FC Emmen;Helmond Sport;EMM;HEL;1;2;2022-03-01Z;2021-22 Keuken Kampioen Divisie;Hekkensluiter Helmond Sport boekt sensationele zege op Emmen;"Jellert van Landschoot heeft Helmond Sport drie sensationele punten bezorgd in het duel met FC Emmen. De hekkensluiter won in extremis dankzij een doelpunt van Van Landschoot in de 94ste minuut. In de eerste helft had de middenvelder de Brabanders op voorsprong gezet.

 Helmond Sport weigerde in januari te spelen tegen FC Emmen vanwege een coronagolf en moest dat bekopen met drie punten in mindering. Volgens de KNVB had het duel gewoon door kunnen gaan, omdat Helmond voldoende spelers beschikbaar had.

 Emmen had het betere van het spel in de eerste helft. Ole Romeny kreeg al vroeg in de wedstrijd een goede mogelijkheid om de score te openen, maar hij werd op het laatste moment gestuit door de Helmond-defensie. Even later was Reda Kharchouch dichtbij de openingstreffer. De inzet van de spits werd op knappe wijze tot corner verwerkt door Mike Havekotte.

 Voor Emmen was er geen vuiltje aan de lucht, totdat de ervaren Jeroen Veldmate een minuut voor het rustsignaal de bal terugkopte op Michael Brouwer. De verdediger had geen rekening gehouden met Jellert van Landschoot, die oog in oog met Brouwer niet faalde en de gasten op slag van rust op voorsprong zette.

 Net als tegen Jong Ajax moest Emmen dus in de achtervolging. Helmond werd in de tweede helft nog verder naar achteren gedrukt,. Een hoekschop in de 82ste minuut leverde uiteindelijk de gelijkmaker op. Verdediger Miguel Araujo kopte bij de tweede paal binnen. In de hoogste versnelling maakte Emmen vervolgens jacht op de winnende.

 Waar weinigen in de Oude Meerdijk nog rekening mee hielden, gebeurde toch. Van Landschoot werd de held van Helmond. In de 94ste minuut was hij het eindstation van een snelle Helmond-aanval. Het is de eerste overwinning voor Helmond Sport onder leiding van de nieuwe trainer Sven Swinnen. De achterstand op nummer 19 Almere City bedraagt nu twee punten. Emmen blijft ondanks de nederlaag op de tweede plek staan in de Keuken Kampioen Divisie.

###

"
202;611774;PSV Vrouwen;Ajax Vrouwen;PSV;AJA;1;2;2022-02-28Z;2021-22 Vrouwen Eredivisie, Regulier seizoen;Ajax toont veerkracht en pakt koppositie in Eredivisie vrouwen;"Ajax is dankzij een 1-2 overwinning op PSV de nieuwe koploper in de Pure Energie Eredivisie vrouwen. Amalie Thestrup zette de thuisploeg op voorsprong, maar binnen een tijdsbestek van drie minuten draaide Ajax via Sherida Spitse en Romee Leuchter de wedstrijd volledig om. Door de overwinning komt Ajax op 37 punten, één meer dan de vrouwen van FC Twente.

 De kraker had eigenlijk op 6 februari moeten plaatsvinden, maar toen was het veld op de Herdgang door hevige regenval onbespeelbaar.

 Voor het duel maakten PSV en Ajax een mooi gebaar naar Vanity Lewerissa, de elfvoudig international bij wie borstkanker is geconstateerd. Aanvoerders Mandy van den Berg en Stefanie van der Gragt toonden een ieder een shirt met daarop de tekst: 'We've got your back.'

 De eerste serieuze kans op een doelpunt was voor de thuisploeg. Kersvers Oranje-international Esmee Brugts mikte van dichtbij naast en over. Ajax opende bijna de score via een vrije trap van Leuchter. Haar poging spatte uiteen op de paal. In een gelijkopgaande eerste helft bleef bij het deze kansen. 

 In de tweede helft was het al snel raak. Na een vlotlopende aanval over de linkerkant trok Melanie Bross de bal laag voor, waarna Amalie Thestrup kon binnen tikken. De eerste van Thestrup dit seizoen.

 Met nog twintig minuten op de klok tekende de ervaren Sherida Spitse voor de gelijkmaker. De bal bleef na een hoekschop hangen in het strafschopgebied van de Eindhovenaren. Een inzet van Bakker werd voor de lijn weggehaald, waarna Spitse niet nadacht en de bal in één keer op haar schoen nam: 1-1. Twee minuten later konden de Ajacieden opnieuw juichen. Leuchter werd randje zestien aangespeeld, draaide goed weg en plaatste de bal in de hoek.

 Gesteund door een meelevende Herdgang ging PSV op zoek naar de gelijkmaker. Ajax hield in de hectische slotfase stand en trok zo, met flink wat moeite, de drie punten over de streep.

 De reacties na afloop van de wedstrijd in de Pure Energie Eredivisie Vrouwen tussen PSV en Ajax.

###

"
203;603616;AZ;Feyenoord;AZ;FEY;2;1;2022-02-27Z;2021-22 Eredivisie, Regulier seizoen;Karlsson schiet AZ langs Feyenoord, verschil nog maar 3 punten;"AZ heeft Feyenoord bij de terugkeer van trainer Arne Slot in Alkmaar met 2-1 verslagen. AZ scoorde twee keer uit een penalty en vooral over de aanleiding van de tweede strafschop zal het nog wel eventjes gaan. Door de overwinning van AZ is het verschil op de ranglijst nog maar drie punten.

 Bij Feyenoord twee wijzigingen: Jens Toornstra stond rechtsbuiten in plaats van de gepasseerde Alireza Jahanbakhsh, Jorrit Hendrix speelde in plaats van de geschorste Fredrik Aursnes. Voor Hendrix was het geen succesvolle eerste helft. In de openingsfase raakte hij teamgenoot Gernot Trauner vol in zijn gezicht met zijn noppen. Tot overmaat van ramp beging hij na ruim een kwartier een ietwat domme overtreding op Dani de Wit in het strafschopgebied. Jesper Karlsson benutte het buitenkansje: 1-0.

 Na een klein half uur wees Dennis Higler weer na de stip. Tyrell Malacia gaf Yukinari Sugawara een heel licht duwtje, wat de scheidsrechter genoeg reden vond voor een strafschop. De VAR greep niet in, waardoor Karlsson weer vanaf elf meter mocht aanleggen. De linksbuiten koos nu de andere hoek: 2-0. Het leek voor rust ook nog 3-0 te worden, maar de treffer van Dani de Wit werd afgekeurd vanwege buitenspel. AZ was veel sterker in de eerste helft, waardoor de 2-0 ruststand terecht was.

 In de tweede helft kwam Feyenoord beter voor de dag, wat ook resulteerde in de 2-1 van Lutsharel Geertruida. De verdediger profiteerde van geschutter van AZ-doelman Peter Vindahl Jensen, die twee keer misgrabbelde. Beide ploegen kregen nog wel kansen, maar gescoord werd er niet meer in Alkmaar. AZ blijft voor de achttiende keer op rij ongeslagen, de laatste nederlaag dateert van 7 november toen er in De Kuip met 1-0 werd verloren van Feyenoord na een late treffer van Cyriel Dessers.

###

"
204;622975;Maccabi Tel-Aviv;PSV;MTA;PSV;1;1;2022-02-24Z;2021-22 UEFA Europa Conference League, Play-offs knockout fase;PSV na gelijkspel naar achtste finale Conference League;"PSV is doorgedrongen tot de laatste 16 van de Conference League. De Eindhovenaren speelden in Israël gelijk tegen Maccabi Tel Aviv, nadat het thuisduel vorige week in een minimale zege was geëindigd. In een bloedstollende slotfase scoorde beide ploegen een keer, waarna PSV aan het langste eind trok: 1-1.

 Zo zet het Europese avontuur zich voort in het laatste jaar van Roger Schmidt bij PSV, dat dit seizoen begon in de voorronde van de Champions League. Benfica was in het tweeluik te sterk, waarna de groepsfase van de Europa League ook een trapje te hoog bleek. De derde plek gaf echter wel toegang tot deze tussenronde van de Conference League en nu wachten de achtste finales.

 Zahavi terug in Israël

 Net zoals in de thuiswedstrijd tegen Tel Aviv (1-0) namen de Eindhoveraren het initatief in de wedstrijd, maar de eerste grote kans was voor de thuisploeg. Na een prima aanval kopte Dan Biton voorlangs. Even later speelde Noni Madueke de Isarëlische verdediging helemaal zoek, maar de aanvaller vergat een hoek uit te zoeken.

 Ook Eran Zahavi kon nog niet in stelling worden gebracht, die als 'held' in zijn thuisland werd ontvangen en van Roger Schmidt het vertrouwen kreeg. De hoofdtrainer kon niet beschikken over aanvoerders Marko van Ginkel (positief getest) en Cody Gakpo, die nog kampte met een blessure uit de wedstrijd tegen sc Heerenveen. Ritsu Doan was zijn vervanger, terwijl Joey Veerman gespaard werd.

 Wedstrijd gestaakt

 Maccabi liet geen fantastisch voetbal zien, maar kwam met agressief spel toch gevaarlijk dicht bij sluitpost Joël Drommel. Vroeg in de tweede helft belandde een afstandsschot op de paal en Olivier Boscagli voorkwam maar net een intikker. De scheidsrechter stuurde vervolgens iedereen naar de kleedkamer nadat Madueke bij de cornervlag werd bekogeld, maar de wedstrijd kon snel weer hervat worden.

 Het was billen knijpen voor PSV, dat lang niet kon overtuigen, maar in de 84e minuut schoot invaller Yorbe Vertessen alsnog de verlossende openingstreffer binnen. Zijn aangeraakte inzet was te machtig voor doelman Peretz Daniel. Meteen daarna kwam Maccabi op gelijke hoogte, Enric Saborit kopte binnen na een vrije trap. Het slotoffensief begon, maar PSV hield stand.

 De loting voor de achtste finales vindt vrijdag om 13:00 uur plaats en is LIVE te zien op ESPN. De clubs die zich vanavond plaatsen worden dan gekoppeld aan de groepswinnaars, waaronder ook Feyenoord en AZ.

###

"
205;622994;Benfica;Ajax;BEN;AJA;2;2;2022-02-23Z;2021-22 UEFA Champions League, 8e finales;Ajax in evenwicht met veerkrachtig Benfica;"Ajax is er niet in geslaagd om de eerste wedstrijd van het tweeluik met Benfica te winnen. De Amsterdammers gaven tot twee keer toe een voorsprong uit handen en speelden zo uiteindelijk met 2-2 gelijk.

 De eerste helft begon goed voor Ajax, want na achttien minuten kwam de Nederlandse club op een 0-1 voorsprong via Dušan Tadić. De aanvoerder schoot knap raak na een voorzet van Noussair Mazraoui, die een sterke wedstrijd speelde.

 Dubbelslag Haller

 Heel lang konden de Amsterdammers niet van de voorsprong genieten. Zeven minuten later lag de bal namelijk achter Remko Pasveer in het net. Het was de topscorer van de Champions League Sébastien Haller die zijn eigen doelman passeerde na een harde lage voorzet van oud-Ajacied Jan Vertonghen.

 Niet veel later maakte de Ivoriaanse spits zijn fout goed, nadat het dit keer Vertonghen was die het zijn eigen keeper heel moeilijk maakte. Haller schoot raak vanuit de rebound, waardoor zijn aantal in deze Champions League-campagne nu op elf treffers staat.

 Zege glipt uit handen

 In de tweede helft bleven de teams elkaar flink onder druk zetten. Benfica kwam er een aantal keer gevaarlijk uit en dit resulteerde in de 72ste minuut ook in de gelijkmaker. Pasveer kon een afstandschot in eerste instantie nog redden, maar in de rebound kwam hij net te laat voor de kopbal van de ingevallen spits Roman Yaremchuck.

 Na de 2-2 was het ver klaar voor beide teams. Door het gelijke spel is er nog helemaal niets beslist. Zeker omdat de uitdoelpuntenregel niet meer telt. Ajax en Benfica beginnen weer helemaal op 0. Op 15 maart staat de confrontatie in Amsterdam op het programma.

###

"
206;603962;Jong AZ;NAC Breda;JAZ;NAC;0;2;2022-02-21Z;2021-22 Keuken Kampioen Divisie;NAC te sterk voor Jong AZ, Pastoor boekt eerste zege met Almere City;"NAC Breda heeft op bezoek bij Jong AZ een eenvoudige 0-2 zege geboekt. In Almere is er eindelijk reden tot glimlachen, want de lastige uitwedstrijd bij Jong Ajax werd door Almere City met 1-3 gewonnen. Het is de eerste zege van Almere City onder leiding van Alex Pastoor. Geen enkele Jong-ploeg won maandagavond, Excelsior was met 0-1 te sterk voor de talenten van FC Utrecht.

 Het gebrek aan stootkracht en scorend vermogen van Jong AZ brak de ploeg tegen NAC opnieuw op. De ploeg van Maarten Martens was voorafgaand aan het duel pas vier keer in 2022 trefzeker geweest. Na de openingstreffer van Bakker in de 22ste minuut heeft NAC het geen moment echt benauwd gehad. De middenvelder schoof vanuit een hoekschop de bal tegen de touwen.

 Na rust was er een periode waarin de thuisploeg wat dwingender op zoek ging naar de gelijkmaker, maar dat offensief leidde niet tot grote kansen. NAC bleef eenvoudig overeind en speelde het restant in de tweede helft op professionele wijze uit. Diep in blessuretijd bepaalde Odysseus Velanas na een snelle uitbraak op 0-2. Door de zege op Jong AZ wipt NAC over Jong PSV heen en klimt het naar de negende plek op de ranglijst. 

 Pastoor wint voor het eerst met Almere City

 De op papier moeilijke uitwedstrijd tegen Jong Ajax werd door Almere City met duidelijke cijfers gewonnen: 1-3. De eerste zege onder leiding van Alex Pastoor kwam tot stand via twee doelpunten van Jeffry Puriel en één van Tijmen WIldeboer. Namens Jong Ajax tekende Naci Unüvar voor de aansluitingstreffer, nadat Almere City binnen het half uur al op een 0-2 voorsprong stond. Puriel zorgde in de 54ste minuut al voor de 1-3 eindstand. Almere City draagt de 19e plek op de ranglijst over aan FC Dordrecht. De voorsprong op hekkensluiter Helmond Sport bedraagt nu vijf punten.

 Samenvatting van de wedstrijd in de Keuken Kampioen Divisie tussen Jong Ajax en Almere City gespeeld op Maandag 21 Februari 2022.

 Reuven Niemeijer werd de matchwinner bij Jong FC Utrecht - Excelsior. Hij maakte in de 18e minuut het enige doelpunt van de wedstrijd. Excelsior heeft nu 50 punten en staat nu op basis van een beter doelsaldo op de derde plek samen met Jong Ajax. 

 Samenvatting van de wedstrijd in de Keuken Kampioen Divisie tussen Jong FC Utrecht en Excelsior gespeeld op Maandag 21 Februari 2022.

###

"
207;622985;Rapid Wien;Vitesse;VIE;VIT;2;1;2022-02-17Z;2021-22 UEFA Europa Conference League, Play-offs knockout fase;Vitesse verzuimt resultaat te boeken tegen tien man Rapid;"Samenvatting van de wedstrijd in de Conference League tussen SK Rapid Wien en Vitesse gespeeld op Donderdag 17 februari 2022.

 Vitesse is tegen een kleine nederlaag aangelopen in de tussenronde van de Conference League. Rapid Wien was in eigen huis met 2-1 te sterk voor de ploeg uit Arnhem.

 De club van trainer Thomas Letsch kwam beroerd uit de startblokken. Binnen een minuut stond het al 1-0 voor de thuisploeg dankzij een doelpunt van AZ-huurling Ferdy Druijf.

 Ferdy Druijf zet SK Rapid Wien op voorsprong tegen Vitesse.

 Marco Grüll maakte er na een kwartier zelfs al 2-0 van voor de huidige nummer vijf van Oostenrijk. Daar kon Vitesse tot de rust weinig tot niets tegenover stellen.

 Twee keer geel

 De bezoekers - die het moesten stellen zonder de niet-fitte Riechedly Bazoer - kwamen beter uit de kleedkamer. Bijna direct kwam Vitesse terug in de wedstrijd, maar de eerste goal van Adrian Grbić werd onterecht afgekeurd voor buitenspel.

 In de 65ste minuut liep Rapid-rechtsback Filip Stojkovic echter tegen een tweede gele kaart en dus rood aan. Hierna nam Vitesse de wedstrijd over en opende de jacht op een belangrijke tegentreffer. Die viel uiteindelijk een kwartier voor tijd via Loïs Openda, na een fraaie individuele actie: 2-1.

 Tegen tien man lukte het nog bijna om de score recht te trekken, maar Openda miste twee opgelegde kansen. De Belg kreeg in de slotfase wel nog geel waardoor hij de return in de Gelredome moet missen.

 Het bleef bij 2-1 in Wenen. Volgende week is de terugwedstrijd in Arnhem. De winnaar van de tweestrijd gaat naar de achtste finales.

###

"
208;622981;PSV;Maccabi Tel-Aviv;PSV;MTA;1;0;2022-02-17Z;2021-22 UEFA Europa Conference League, Play-offs knockout fase;Sterk PSV verslaat Maccabi Tel Aviv met 1-0;"PSV heeft in het Philips stadion met 1-0 gewonnen van Maccabi Tel Aviv. De Eindhovenaren speelden met name voor rust erg goed, maar het lukte ze desondanks niet om vaker tot scoren te komen. PSV begon overigens gehavend aan het duel. Ramalho, Boscagli, Seelt, Mvogo, Thomas, Sangaré, Romero en Vinícius en Obispo konden om verschillende redenen niet aan de aftrap verschijnen. Rechtsback Mwene raakte tijdens de wedstrijd geblesseerd en werd in de rust vervangen door Doan, waardoor Mauro Júnior de rechtsachter werd.

 Na tien minuten schoot Gakpo knap raak. Het leek erop dat dit doelpunt een voorbode zou zijn voor meer, maar het lukte het team van Schmidt niet om doelman Peretz voor rust vaker te verschalken. Eén moment was Maccabi Tel Aviv voor rust gevaarlijk: een vrije trap op de rand van de zestien kon Drommel echter niet aan het wankelen brengen.

 Cody Gakpo opent voor PSV de score tegen Maccabi Tel Aviv: 1-0.

 Return
Na rust kreeg PSV wat minder kansen en oogde de wedstrijd zo nu en dan wat mak. Overduidelijk waren de Eindhovenaren wel de betere ploeg, maar het lukte de PSV'ers niet om dit verschil op het scorebord uit te drukken. Zo is de return volgende week bij Maccabi Tel Aviv allesbehalve gespeeld.

###

"
209;622998;Internazionale;Liverpool;INT;LIV;0;2;2022-02-16Z;2021-22 UEFA Champions League, 8e finales;Liverpool klopt Internazionale in slotfase, RB Salzburg dicht bij grote stunt;"Liverpool heeft de uitwedstrijd tegen Internazionale in de achtste finales van de Champions League gewonnen (0-2). Invaller Roberto Firmino tekende in de 75e minuut met een kopbal voor de openingstreffer. Mohamed Salah maakte acht minuten later de 0-2.

 Kansen waren schaars in Stadio Giuseppe Meazza in Milaan. Liverpool domineerde de eerste helft, met Virgil van Dijk als basisspeler. Maar de beste kans voor rust was voor Inter. Hakan Çalhanoglu schoot hard op de lat.

 Na rust was Inter aanvankelijk sterker, maar scoorde Firmino op aangeven van Andrew Robertson. Stefan de Vrij en Denzel Dumfries waren basisspelers bij Inter en werden in de slotfase gewisseld. De Vrij probeerde even voor de 0-2 te voorkomen dat Van Dijk een ploeggenoot vond. Hij tikte de bal onbedoeld voor de voeten van Salah, die scoorde.

 Liverpool heeft dit seizoen in de Champions League alle duels nog gewonnen. De return staat voor 8 maart op Anfield op het programma.

 RB Salzburg laat zege glippen

 Bayern München heeft in de achtste finales van de Champions League in de slotfase een gelijkspel afgedwongen in de uitwedstrijd tegen RB Salzburg. Het werd 1-1 in Oostenrijk, waar Kingsley Coman de Duitse kampioen in de 90e minuut op gelijke hoogte schoot.

 Chukwubuike Adamu had RB Salzburg na ruim 20 minuten op voorsprong gezet. De aanvaller krulde de bal met rechts in de verre hoek. Keeper Sven Ulreich, de vervanger van de geblesseerde Manuel Neuer, was kansloos. Adamu stond amper 10 minuten binnen de lijnen. Hij verving al vroeg de geblesseerde Noah Okafor.

 Voor Bayern is het na een foutloze groepsfase de eerste wedstrijd in de Champions League van dit seizoen die niet wordt gewonnen. Afgelopen weekend verloor 'Der Rekordmeister' wel in de Bundesliga. VfL Bochum was met 4-2 te sterk. Bij RB Salzburg speelden oud-Ajacieden Rasmus Kristensen en Maximilian Wöber de hele wedstrijd mee.

 De return in München is op 8 maart

###

"
210;623965;Brazil;Nederland;BRA;NED;1;1;2022-02-16Z;2022 Tournoi de France;Oranjevrouwen starten Tournoi de France met gelijkspel tegen Brazilië;"De Oranjevrouwen zijn het Tournoi de France begonnen met een gelijkspel tegen Brazilië. Bondscoach Mark Parsons heeft veel materiaal om mee te werken na het wisselende spel van Nederland in de kraker. Toch leken de eerste drie punten lang een zekerheidje, maar in de slotfase kwam Brazilië langszij met een gestolen penalty: 1-1.

 Het vriendschappelijke toernooi moet voor Parsons dienen als de laatste voorbereiding voor de beslissende fase van de WK-kwalificatie en het EK, dat deze zomer in Engeland wordt afgewerkt. Het Nederlands elftal speelt op het vriendschappelijk toernooi tegen ook nog tegen Finland en Frankrijk en doet dat met een enorm jonge, hongerige groep. Een viertal speelsters heeft het toernooi al verlaten en een aantal jonkies werden last-minute opgeroepen.

 Oranje speelde twee jaar geleden ook al drie keer gelijk in dit toernooi, maar dinsdagavond gingen de Leeuwinnen in een veelbelovende openingsfase vol voor de overwinning. Arsenal-sterkhouder Vivianne Miedema vergooide de grootste kansen op een openingstreffer, terwijl Brazilië op de lat schoot en van dichtbij naast kopte.

 Zure slotfase

 Met opvallend FC Twente-rechtsback Kerstin Casparij in de basis ging de storm van de nummer vijf van de FIFA-wereldranglijst weer liggen, en bleek het lastig om onder de druk van Brazilië (nummer zeven) uit te voetballen. Hetzelfde beeld zette zich voort in de tweede helft, totdat Oranje toch weer kon bouwen op de vertrouwde krachten: de lange bal op maat van veteraan Sherida Spitse en de snelheid van Lineth Beerensteyn. De 25-jarige rechtsbuiten, die al haar 75e interland speelde, volleerde prachtig raak.

 Het spel bleef vervolgens wankel, ondanks nog een grote kans voor Miedema. Brazilië bleek niet in staat om het af te straffen, maar kreeg een cadeautje van scheidsrechter Stéphanie Frappart. Merel van Dongen hield haar armen langs het lichaam op de rand van het zestienmetergebied, maar toch ging de bal op de stip wegens hands. De ingevallen sterspeler Marta maakte geen fout. Van Dongen uitte haar frustratie even later op slag van het slotsignaal in het pakken van een tweede gele kaart.

 Later op de avond spelen groepsgenoten Frankrijk en Finland tegen elkaar. Zaterdag is de beurt weer aan Oranje, dan wachten de Finnen.

###

"
211;623001;Paris Saint-Germain;Real Madrid;PSG;RMA;1;0;2022-02-15Z;2021-22 UEFA Champions League, 8e finales;Mbappé schiet PSG langs Real Madrid;"In de 62ste minuut kreeg Lionel Messi voor PSG vanaf de strafschopstip een uitgelezen kans om de Parijzenaren op voorsprong te schieten. In het Parc des Princes in de Franse hoofdstad eindigde het teleurstellende duel tussen PSG en Real Madrid in 1-0 door een doelpunt in blessuretijd van Mbappé. Manchester City maakte er gelijktijdig wel een spektakel van in het andere Champions League-duel: de ploeg van Guardiola haalde uit bij Sporting Portugal: 0-5.

 Teleurstellend
De wedstrijd tussen de twee grootheden in Parijs viel over het algemeen behoorlijk tegen. Vooral in de eerste helft waren de hoogtepuntjes op één hand te tellen. Het team van Ancelotti leek vooral naar de Franse hoofdstad afgereisd om niet te verliezen. PSG was de ploeg die geregeld de aanval zocht, maar tot heel grote kansen kwam het voor rust niet.

 Mbappé was het die de Parijzenaars na een goede uitbraak een doelpunt kon bezorgen, maar dat lukt hem niet. Ondanks het duidelijke veldoverwicht van PSG bleven grote kansen uit. Verratti probeerde desondanks met verschillende aanvalsopzetten de opening te vinden.

 Tweede helft
In de tweede helft kreeg Mbappé een grote kans, maar opnieuw wist de Fransman ‘m niet te benutten. Ondanks dat thuisploeg in de tweede helft de hogere versnelling wist te vinden, lukte het maar niet om Courtois te verschalken.

 Na een domme overtreding in het zestienmetergebied van Carvajal kreeg Messi de kans om de verdiende 1-0 op het scorebord te schieten. De Argentijn schoot echter slap in en Courtois wist knap redding te brengen. De Messi van Barcelona is hij in Parijs nog altijd niet. Na de strafschop had PSG nog meerdere mogelijkheden, maar Courtois werd maar niet gepasseerd tot de blessuretijd. Mbappé wist met een knap doelpunt het verdiende resultaat toch nog te behalen.

 Portugal
Hoe bloedeloos de kraker op papier in Parijs voor het grootste gedeelte was, zo’n voetbalshow was het duel tussen Sporting Portugal en Manchester City. De Portugezen werden volledig weggespeeld in eigen huis: het werd 0-5. Het ene doelpunt was nog mooier dan de ander. Mahrez, Bernardo Silva (tweemaal), Foden en Sterling waren de doelpuntenmakers. Eerder dit Champions League-seizoen werd Sporting Portugal al eens weggespeeld door Ajax.

###

"
212;603949;Jong PSV;Jong FC Utrecht;JPS;JUT;0;2;2022-02-14Z;2021-22 Keuken Kampioen Divisie;Jong PSV verliest van Jong FC Utrecht onder toeziend oog van Phillip Cocu;"Jong PSV nam het maandagavond in eigen huis op tegen Jong FC Utrecht. Eerder die dag kwam het verrassende nieuws naar buiten dat Toon Gerbrands na dit seizoen plaats maakt voor Marcel Brands. Aan trainer Ruud van Nistelrooy de taak om de focus te leggen naar de prestaties op het veld.

 Jong PSV verloor de laatste wedstrijd tegen het beloftenelftal van Jong Ajax, maar dat is wel de enige verliespartij uit de laatste vijf wedstrijden. Daarmee staan ze op de negende plek in de competitie. Voor de bezoekers geldt precies het tegenovergestelde. Zij wonnen- bij afwezigheid van Darije Kalezic- vorige week voor het eerst na vijf verliespartijen op rij, waarin geen enkele keer werd gescoord door de Domstedelingen.

 De uitploeg kreeg in de eerste helft de grootste kansen en kwam de 38e minuut via aanvaller Mees Rijks op een 0-1 voorsprong op De Herdgang. Daarmee is het de zestiende keer dat Jong PSV op achterstand kwam in de Keuken Kampioen Divisie.

 Onder toeziend oog van FC Utrecht-coach René Hake en potentieel opvolger van Roger Schmidt, Phillip Cocu is de nummer zeventien van de KKD dichtbij de 0-2. Centrale verdediger en aanvoerder St. Jago kopt na iets meer dan een uur spelen op de lat. In de 82e minuut komt die treffer er alsnog. Invaller Mokono onderschept de bal en besluit van een metertje of dertig uit te halen. Keeper Vincent Müller is kansloos en daarmee gaan de punten mee naar Utrecht.

 Door de overwinning pakt interim-trainer Rick Kruys de tweede zege op rij en stijgen de bezoekers naar de twaalfde plaats in de KKD. Jong PSV faalt om de aansluiting naar nummer acht Roda JC te vinden en blijft op acht punten.

###

"
213;603950;VVV-Venlo;Roda JC Kerkrade;VVV;RJC;1;1;2022-02-13Z;2021-22 Keuken Kampioen Divisie;Limburgse derby blijft onbeslist;"In de Keuken Kampioen Divisie zijn VVV-Venlo en Roda JC blijven steken op een 1-1 gelijkspel. In de eerste helft barstte het los met twee goals in drie minuten. Daarna waren er nog wat kansen in de slotfase voor beide ploegen, maar dat leverde geen overwinning op.

 Dylan Vente is in 2022 goed op schot. De spits van Roda JC maakte dit kalenderjaar al vijf doelpunten en was wederom trefzeker. Met een volley verschalkte hij op schitterende wijze VVV-doelman Van Crooij.

 Heel erg lang konden de gasten uit Kerkrade niet genieten van de 0-1 voorsprong. Drie minuten later profiteert de spits aan de overkant, Nick Venema van een lange bal die een beetje blijft hangen op het slecht bespeelbare veld. Roda-keeper De Boer komt, maar is te laat waardoor de winterversterking alweer vierde doelpunt uit zes wedstrijden maakt. De van Jong Utrecht overgekomen Venema maakte alweer zijn twaalfde van dit seizoen.

 In de slotfase waren Patrick Pflücke (Roda JC) en VVV’er El Azrak nog dichtbij een treffer, maar door goed keeperswerk van beide kanten blijft de Limburgse derby onbeslist. Roda JC blijft daardoor op de achtste plaats. VVV-Venlo bezet de elfde plek in de KKD.

###

"
214;603951;NAC Breda;FC Den Bosch;NAC;DBO;2;0;2022-02-13Z;2021-22 Keuken Kampioen Divisie;NAC Breda wint opnieuw van FC Den Bosch in Brabantse derby;"NAC Breda heeft in de Keuken Kampioen Divisie voor de tweede keer dit seizoen gewonnen van provinciegenoot FC Den Bosch. De Brabantse derby eindigde in 2-0. NAC won op 3 december met 5-0 in Den Bosch. Dat was tot zondag de laatste overwinning in de eerste divisie voor de club uit Breda.

 Odysseus Velanas opende in de 5e minuut de score namens NAC met een doeltreffend schot, na een vloeiende aanval waarin ploeggenoot Ralf Seuntjens een belangrijke rol vervulde. Beide ploegen lieten daarna de nodige kansen liggen. Pas in de laatste minuut van de reguliere speeltijd besliste de Belgische invaller Pjotr Kestens het duel.

 NAC staat op de ranglijst op de tiende plek, FC Den Bosch bezet de veertiende positie.

 In dit artikel is informatie gebruikt van het ANP

###

"
