,id,date,homeContestantId,awayContestantId,homeContestantOfficialName,awayContestantOfficialName,homeContestantCode,awayContestantCode
641,cf4al417j129mfe8ubz9vactm,2020-09-27Z,ccpscwdcm65czscrun048ecn5,ed5nwjz5za3oyi20nxzgqivmx,FC Utrecht,RKC Waalwijk,UTR,RKC
642,cf8y4l0tumgj2jd343d9slylm,2020-09-27Z,dac758ef858jbq7pcb3gfwite,24fvcruwqrqvqa3aonf8c3zuy,Heracles Almelo,PSV Eindhoven,HER,PSV
643,cfdgmixoeqh5twlkz70bipx7u,2020-09-27Z,3t0vjqtxc8wpjzv82i3oi2ova,bk5ltsueqmeng29eovd8m2tml,FC Emmen,Willem II,EMM,WIL
644,cfjnbdbu0ne7pwbeevxfrwjmy,2020-10-02Z,ccpscwdcm65czscrun048ecn5,4vd2t5schmvvufrfib7f2vjdf,FC Utrecht,SC Heerenveen,UTR,HEE
645,cfo5tkmnr1y18tbneqfhsexre,2020-10-03Z,6hsriqr3ybvyg94w2k19oal50,dac758ef858jbq7pcb3gfwite,SBV Vitesse,Heracles Almelo,VIT,HER
646,cfxbr9ymx1v7kcby2sr0lotwq,2020-10-03Z,cv5ftekuejf0ryxvd5h2my47r,e8hiwrw6ocxm5iht6sp7jiv19,VVV Venlo,HFC ADO Den Haag,VVV,ADO
647,cg1vz1ygjb7x9zzazwuo72p2i,2020-10-03Z,4tic29sox7m39fy1ztgv0jsiq,3t0vjqtxc8wpjzv82i3oi2ova,FC Twente,FC Emmen,TWE,EMM
648,cg6xeyd1phmop4r2s0y1pgz1m,2020-10-04Z,cos9hxi16eitbcbthof7zrm4m,d0zdg647gvgc95xdtk1vpbkys,FC Groningen,AFC Ajax,GRO,AJA
649,cgd1kabz2jvm1v15l5spo69nu,2020-10-04Z,89w5c6pw7vn0dxypi61tt0g4k,3kfktv64h7kg7zryax1wktr5r,Sparta Rotterdam,Alkmaar Zaanstreek,SPA,AZ
650,cgi9vv0lz5ee97pio3dmaq5wq,2020-10-04Z,bk5ltsueqmeng29eovd8m2tml,20vymiy7bo8wkyxai3ew494fz,Willem II,Feyenoord Rotterdam,WIL,FEY
651,cgnabbewgxtn8chprxlmflqwa,2020-10-04Z,24fvcruwqrqvqa3aonf8c3zuy,3ebril33e08ddzob4bhq8awsr,PSV Eindhoven,Fortuna Sittard,PSV,FOR
652,ch62zroefkmtc18lmgsngcodm,2020-10-17Z,dac758ef858jbq7pcb3gfwite,ed5nwjz5za3oyi20nxzgqivmx,Heracles Almelo,RKC Waalwijk,HER,RKC
653,chbgd1evukf2pnrvnfy23n7u2,2020-10-17Z,3kfktv64h7kg7zryax1wktr5r,cv5ftekuejf0ryxvd5h2my47r,Alkmaar Zaanstreek,VVV Venlo,AZ,VVV
654,ch09imy7c24hw5hlslek4pg8a,2020-10-17Z,bk5ltsueqmeng29eovd8m2tml,4tic29sox7m39fy1ztgv0jsiq,Willem II,FC Twente,WIL,TWE
655,chgf1rq0a11x4l3vdzyah28ve,2020-10-18Z,20vymiy7bo8wkyxai3ew494fz,89w5c6pw7vn0dxypi61tt0g4k,Feyenoord Rotterdam,Sparta Rotterdam,FEY,SPA
656,cgspiksy5vnv965khcsqqf6ui,2020-10-18Z,d0zdg647gvgc95xdtk1vpbkys,4vd2t5schmvvufrfib7f2vjdf,AFC Ajax,SC Heerenveen,AJA,HEE
657,chlbcl11o09rfazxida27ia22,2020-10-18Z,e8hiwrw6ocxm5iht6sp7jiv19,6hsriqr3ybvyg94w2k19oal50,HFC ADO Den Haag,SBV Vitesse,ADO,VIT
658,chuihioekyn1lqkufxxi6s12i,2020-10-18Z,cos9hxi16eitbcbthof7zrm4m,ccpscwdcm65czscrun048ecn5,FC Groningen,FC Utrecht,GRO,UTR
659,ci0zvacepov6iyqims8t5odbe,2020-10-18Z,2uuh2bir8ktof0uxfo06lb4ox,24fvcruwqrqvqa3aonf8c3zuy,PEC Zwolle,PSV Eindhoven,PEC,PSV
660,chpxkjndynu5ggc0hndvbfrze,2020-10-18Z,3t0vjqtxc8wpjzv82i3oi2ova,3ebril33e08ddzob4bhq8awsr,FC Emmen,Fortuna Sittard,EMM,FOR
661,cfsmhxtmwi4bkt8zxukpeti0a,2020-10-21Z,ed5nwjz5za3oyi20nxzgqivmx,2uuh2bir8ktof0uxfo06lb4ox,RKC Waalwijk,PEC Zwolle,RKC,PEC
662,ci5pa080z05ob0d3y1gty3be2,2020-10-24Z,cv5ftekuejf0ryxvd5h2my47r,d0zdg647gvgc95xdtk1vpbkys,VVV Venlo,AFC Ajax,VVV,AJA
663,ciaip5wuwn40xjujbnh9493l6,2020-10-24Z,ccpscwdcm65czscrun048ecn5,4tic29sox7m39fy1ztgv0jsiq,FC Utrecht,FC Twente,UTR,TWE
664,cj1rh11x83ejha70mpu31ry3u,2020-10-24Z,2uuh2bir8ktof0uxfo06lb4ox,bk5ltsueqmeng29eovd8m2tml,PEC Zwolle,Willem II,PEC,WIL
665,ciju77k1kyem54c4v3yclxfmy,2020-10-24Z,4vd2t5schmvvufrfib7f2vjdf,3t0vjqtxc8wpjzv82i3oi2ova,SC Heerenveen,FC Emmen,HEE,EMM
666,cisnqb2wuzd1xejdxq3y3ms16,2020-10-25Z,3ebril33e08ddzob4bhq8awsr,cos9hxi16eitbcbthof7zrm4m,Fortuna Sittard,FC Groningen,FOR,GRO
667,cix92lvrixky1tv71otn82stm,2020-10-25Z,6hsriqr3ybvyg94w2k19oal50,24fvcruwqrqvqa3aonf8c3zuy,SBV Vitesse,PSV Eindhoven,VIT,PSV
668,cj6f7rf4r5i3qdytgivx3xv1m,2020-10-25Z,89w5c6pw7vn0dxypi61tt0g4k,dac758ef858jbq7pcb3gfwite,Sparta Rotterdam,Heracles Almelo,SPA,HER
669,cio5hvev4mld2bv026s0d1lyi,2020-10-25Z,ed5nwjz5za3oyi20nxzgqivmx,20vymiy7bo8wkyxai3ew494fz,RKC Waalwijk,Feyenoord Rotterdam,RKC,FEY
670,cifbaw0d8zge6sghryjtbfzvu,2020-10-25Z,e8hiwrw6ocxm5iht6sp7jiv19,3kfktv64h7kg7zryax1wktr5r,HFC ADO Den Haag,Alkmaar Zaanstreek,ADO,AZ
671,cjtg71pm0fpiubhvnft4p3tre,2020-10-31Z,4tic29sox7m39fy1ztgv0jsiq,2uuh2bir8ktof0uxfo06lb4ox,FC Twente,PEC Zwolle,TWE,PEC
672,cjeklpe64q75jlf992o5lzcdm,2020-10-31Z,d0zdg647gvgc95xdtk1vpbkys,3ebril33e08ddzob4bhq8awsr,AFC Ajax,Fortuna Sittard,AJA,FOR
673,cjkqh3jykgp3ien99yge216qy,2020-10-31Z,cos9hxi16eitbcbthof7zrm4m,cv5ftekuejf0ryxvd5h2my47r,FC Groningen,VVV Venlo,GRO,VVV
674,ckvr2gxypy5zdpgqng7hyqhre,2020-10-31Z,bk5ltsueqmeng29eovd8m2tml,6hsriqr3ybvyg94w2k19oal50,Willem II,SBV Vitesse,WIL,VIT
675,ck7y8j64697sk0msbs66kvzoq,2020-11-01Z,dac758ef858jbq7pcb3gfwite,ccpscwdcm65czscrun048ecn5,Heracles Almelo,FC Utrecht,HER,UTR
676,ckkaqkkatawtgj51niqznvotm,2020-11-01Z,89w5c6pw7vn0dxypi61tt0g4k,4vd2t5schmvvufrfib7f2vjdf,Sparta Rotterdam,SC Heerenveen,SPA,HEE
677,ckqvd2r4tq9sxs16b9wflhkdm,2020-11-01Z,3t0vjqtxc8wpjzv82i3oi2ova,20vymiy7bo8wkyxai3ew494fz,FC Emmen,Feyenoord Rotterdam,EMM,FEY
678,ckfj8tutl6k4j31on2dfks6zu,2020-11-01Z,24fvcruwqrqvqa3aonf8c3zuy,e8hiwrw6ocxm5iht6sp7jiv19,PSV Eindhoven,HFC ADO Den Haag,PSV,ADO
679,ck18zznf6ws0up7uyf9eip8q2,2020-11-01Z,3kfktv64h7kg7zryax1wktr5r,ed5nwjz5za3oyi20nxzgqivmx,Alkmaar Zaanstreek,RKC Waalwijk,AZ,RKC
680,cl0ccwbiy5tw0a2ojidetxsa2,2020-11-06Z,3ebril33e08ddzob4bhq8awsr,2uuh2bir8ktof0uxfo06lb4ox,Fortuna Sittard,PEC Zwolle,FOR,PEC
681,cl61wdqeg2p7akfandlrbjdka,2020-11-07Z,e8hiwrw6ocxm5iht6sp7jiv19,4tic29sox7m39fy1ztgv0jsiq,HFC ADO Den Haag,FC Twente,ADO,TWE
682,clb5iodi9zah9d2acvur1nwq2,2020-11-07Z,cv5ftekuejf0ryxvd5h2my47r,dac758ef858jbq7pcb3gfwite,VVV Venlo,Heracles Almelo,VVV,HER
683,cm2ylnhb4ouc7985rrykxzasq,2020-11-07Z,ed5nwjz5za3oyi20nxzgqivmx,89w5c6pw7vn0dxypi61tt0g4k,RKC Waalwijk,Sparta Rotterdam,RKC,SPA
684,clsu7xndecbpn71jpa6x6t6y2,2020-11-08Z,ccpscwdcm65czscrun048ecn5,d0zdg647gvgc95xdtk1vpbkys,FC Utrecht,AFC Ajax,UTR,AJA
685,clo3bkkbz92py5mjc6doij1wq,2020-11-08Z,6hsriqr3ybvyg94w2k19oal50,3t0vjqtxc8wpjzv82i3oi2ova,SBV Vitesse,FC Emmen,VIT,EMM
686,cm7tchq6d5448x0d5353145m2,2020-11-08Z,20vymiy7bo8wkyxai3ew494fz,cos9hxi16eitbcbthof7zrm4m,Feyenoord Rotterdam,FC Groningen,FEY,GRO
687,clhqkm6ftcx810rh3cce9cwve,2020-11-08Z,4vd2t5schmvvufrfib7f2vjdf,3kfktv64h7kg7zryax1wktr5r,SC Heerenveen,Alkmaar Zaanstreek,HEE,AZ
688,cly32llgsy6ld9uyv78hf47l6,2020-11-08Z,24fvcruwqrqvqa3aonf8c3zuy,bk5ltsueqmeng29eovd8m2tml,PSV Eindhoven,Willem II,PSV,WIL
689,cmi17bkm7cu5fpaspjmue3eju,2020-11-21Z,bk5ltsueqmeng29eovd8m2tml,cv5ftekuejf0ryxvd5h2my47r,Willem II,VVV Venlo,WIL,VVV
690,cn271nk1p6gymvfujzzl6u2ju,2020-11-21Z,cos9hxi16eitbcbthof7zrm4m,6hsriqr3ybvyg94w2k19oal50,FC Groningen,SBV Vitesse,GRO,VIT
691,cmsah3jhk0564lkdkv4mk42ne,2020-11-21Z,2uuh2bir8ktof0uxfo06lb4ox,ccpscwdcm65czscrun048ecn5,PEC Zwolle,FC Utrecht,PEC,UTR
692,cmcqsil9wb5cz18y96mgoy7hm,2020-11-22Z,d0zdg647gvgc95xdtk1vpbkys,dac758ef858jbq7pcb3gfwite,AFC Ajax,Heracles Almelo,AJA,HER
693,cmx8p57rbp9p303l1i2opxi0a,2020-11-22Z,89w5c6pw7vn0dxypi61tt0g4k,e8hiwrw6ocxm5iht6sp7jiv19,Sparta Rotterdam,HFC ADO Den Haag,SPA,ADO
694,cnat9q6b3ahjlahqis887263u,2020-11-22Z,3ebril33e08ddzob4bhq8awsr,20vymiy7bo8wkyxai3ew494fz,Fortuna Sittard,Feyenoord Rotterdam,FOR,FEY
695,cng6berut5d2guubo28stofoq,2020-11-22Z,4tic29sox7m39fy1ztgv0jsiq,24fvcruwqrqvqa3aonf8c3zuy,FC Twente,PSV Eindhoven,TWE,PSV
696,cnl2spxlglhrtsuffquenxdnu,2020-11-22Z,ed5nwjz5za3oyi20nxzgqivmx,4vd2t5schmvvufrfib7f2vjdf,RKC Waalwijk,SC Heerenveen,RKC,HEE
697,cmn1iv592r9kxliou6xq6yiy2,2020-11-22Z,3kfktv64h7kg7zryax1wktr5r,3t0vjqtxc8wpjzv82i3oi2ova,Alkmaar Zaanstreek,FC Emmen,AZ,EMM
698,cnrurqsq35r8ip121sargrii2,2020-11-27Z,4tic29sox7m39fy1ztgv0jsiq,ed5nwjz5za3oyi20nxzgqivmx,FC Twente,RKC Waalwijk,TWE,RKC
699,co4nnee1cur141zzz25oxx6y2,2020-11-28Z,3t0vjqtxc8wpjzv82i3oi2ova,d0zdg647gvgc95xdtk1vpbkys,FC Emmen,AFC Ajax,EMM,AJA
700,cnzfc2gc1nyb4dh1jd8rrlu22,2020-11-28Z,e8hiwrw6ocxm5iht6sp7jiv19,4vd2t5schmvvufrfib7f2vjdf,HFC ADO Den Haag,SC Heerenveen,ADO,HEE
701,coeg78500lv8f5jmxx1ji83my,2020-11-28Z,cv5ftekuejf0ryxvd5h2my47r,2uuh2bir8ktof0uxfo06lb4ox,VVV Venlo,PEC Zwolle,VVV,PEC
702,cojfwx8dh1jyt6epm8n5tyooa,2020-11-29Z,6hsriqr3ybvyg94w2k19oal50,3ebril33e08ddzob4bhq8awsr,SBV Vitesse,Fortuna Sittard,VIT,FOR
703,cooyljlje7xd70v8mpapgvrsa,2020-11-29Z,cos9hxi16eitbcbthof7zrm4m,bk5ltsueqmeng29eovd8m2tml,FC Groningen,Willem II,GRO,WIL
704,cowqtpgpyqsr88h7nor4368a2,2020-11-29Z,20vymiy7bo8wkyxai3ew494fz,ccpscwdcm65czscrun048ecn5,Feyenoord Rotterdam,FC Utrecht,FEY,UTR
705,co9lsrmd23b67gca67pkv2qne,2020-11-29Z,dac758ef858jbq7pcb3gfwite,3kfktv64h7kg7zryax1wktr5r,Heracles Almelo,Alkmaar Zaanstreek,HER,AZ
706,cp40v7twffej87h7i5clmk296,2020-11-29Z,24fvcruwqrqvqa3aonf8c3zuy,89w5c6pw7vn0dxypi61tt0g4k,PSV Eindhoven,Sparta Rotterdam,PSV,SPA
707,cpsmj3p8rg3hu6sj6tr800pre,2020-12-04Z,89w5c6pw7vn0dxypi61tt0g4k,3t0vjqtxc8wpjzv82i3oi2ova,Sparta Rotterdam,FC Emmen,SPA,EMM
708,cpgkwa6g004bfugwr5mu8ouwa,2020-12-05Z,ed5nwjz5za3oyi20nxzgqivmx,cv5ftekuejf0ryxvd5h2my47r,RKC Waalwijk,VVV Venlo,RKC,VVV
709,cqkmz6tgweupqc9srio2p0sq2,2020-12-05Z,3ebril33e08ddzob4bhq8awsr,bk5ltsueqmeng29eovd8m2tml,Fortuna Sittard,Willem II,FOR,WIL
710,cpxl5uj4qwpvxd54mlz6t5ox6,2020-12-05Z,d0zdg647gvgc95xdtk1vpbkys,4tic29sox7m39fy1ztgv0jsiq,AFC Ajax,FC Twente,AJA,TWE
711,cpa8yqqtuiroc4uyy4ce4bpm2,2020-12-05Z,2uuh2bir8ktof0uxfo06lb4ox,6hsriqr3ybvyg94w2k19oal50,PEC Zwolle,SBV Vitesse,PEC,VIT
712,cqcxu4cisj1dp32vwe535htuy,2020-12-06Z,20vymiy7bo8wkyxai3ew494fz,dac758ef858jbq7pcb3gfwite,Feyenoord Rotterdam,Heracles Almelo,FEY,HER
713,cpn6uxcrv98b6f9dvwymlh27e,2020-12-06Z,3kfktv64h7kg7zryax1wktr5r,cos9hxi16eitbcbthof7zrm4m,Alkmaar Zaanstreek,FC Groningen,AZ,GRO
714,cq4ygo486iy9o3a4nzpwejlnu,2020-12-06Z,ccpscwdcm65czscrun048ecn5,e8hiwrw6ocxm5iht6sp7jiv19,FC Utrecht,HFC ADO Den Haag,UTR,ADO
715,cqszt5s4p5fv1uuigr95elf8q,2020-12-06Z,4vd2t5schmvvufrfib7f2vjdf,24fvcruwqrqvqa3aonf8c3zuy,SC Heerenveen,PSV Eindhoven,HEE,PSV
716,cr149xb9lyeyi1zqw6zyf6k4q,2020-12-11Z,dac758ef858jbq7pcb3gfwite,3ebril33e08ddzob4bhq8awsr,Heracles Almelo,Fortuna Sittard,HER,FOR
717,crre708ktrdngyv4vnuneu2ju,2020-12-12Z,cos9hxi16eitbcbthof7zrm4m,ed5nwjz5za3oyi20nxzgqivmx,FC Groningen,RKC Waalwijk,GRO,RKC
718,crg09zuqc8fqiol02vqjjwewa,2020-12-12Z,3t0vjqtxc8wpjzv82i3oi2ova,e8hiwrw6ocxm5iht6sp7jiv19,FC Emmen,HFC ADO Den Haag,EMM,ADO
719,crly1jhrjrhuktfernd3b4ga2,2020-12-12Z,d0zdg647gvgc95xdtk1vpbkys,2uuh2bir8ktof0uxfo06lb4ox,AFC Ajax,PEC Zwolle,AJA,PEC
720,cs2726d1d1fglat4k4xfow19m,2020-12-13Z,6hsriqr3ybvyg94w2k19oal50,4vd2t5schmvvufrfib7f2vjdf,SBV Vitesse,SC Heerenveen,VIT,HEE
721,cs7v59l8tzku4pd1tdaj84woa,2020-12-13Z,cv5ftekuejf0ryxvd5h2my47r,20vymiy7bo8wkyxai3ew494fz,VVV Venlo,Feyenoord Rotterdam,VVV,FEY
722,csdrf7xzme3txha2wswxlzfje,2020-12-13Z,bk5ltsueqmeng29eovd8m2tml,89w5c6pw7vn0dxypi61tt0g4k,Willem II,Sparta Rotterdam,WIL,SPA
723,crwgzb0n122lwzb09izdmt3sa,2020-12-13Z,24fvcruwqrqvqa3aonf8c3zuy,ccpscwdcm65czscrun048ecn5,PSV Eindhoven,FC Utrecht,PSV,UTR
724,cr932vhyd6n9vb2lguhb3e5ii,2020-12-13Z,4tic29sox7m39fy1ztgv0jsiq,3kfktv64h7kg7zryax1wktr5r,FC Twente,Alkmaar Zaanstreek,TWE,AZ
725,csk8yxmc175wspb1oagcplzze,2020-12-18Z,2uuh2bir8ktof0uxfo06lb4ox,3t0vjqtxc8wpjzv82i3oi2ova,PEC Zwolle,FC Emmen,PEC,EMM
726,cspdiwew1niz2h3i78533px0q,2020-12-19Z,89w5c6pw7vn0dxypi61tt0g4k,cos9hxi16eitbcbthof7zrm4m,Sparta Rotterdam,FC Groningen,SPA,GRO
727,csuk8oqvmlksp6cmxjocm9jsa,2020-12-19Z,cv5ftekuejf0ryxvd5h2my47r,4tic29sox7m39fy1ztgv0jsiq,VVV Venlo,FC Twente,VVV,TWE
728,ct0qs0hqvn2xw93hgq1wundka,2020-12-19Z,ed5nwjz5za3oyi20nxzgqivmx,24fvcruwqrqvqa3aonf8c3zuy,RKC Waalwijk,PSV Eindhoven,RKC,PSV
729,ct8p6rveprocmktk01uow8cq2,2020-12-19Z,ccpscwdcm65czscrun048ecn5,3ebril33e08ddzob4bhq8awsr,FC Utrecht,Fortuna Sittard,UTR,FOR
730,ctdsgt9lbx7smk84ihmb1in3e,2020-12-20Z,6hsriqr3ybvyg94w2k19oal50,20vymiy7bo8wkyxai3ew494fz,SBV Vitesse,Feyenoord Rotterdam,VIT,FEY
731,ctjco9ar85jqvzzetzsy55tnu,2020-12-20Z,e8hiwrw6ocxm5iht6sp7jiv19,d0zdg647gvgc95xdtk1vpbkys,HFC ADO Den Haag,AFC Ajax,ADO,AJA
732,cto79k9aiulhov6ata8vdbzoq,2020-12-20Z,4vd2t5schmvvufrfib7f2vjdf,dac758ef858jbq7pcb3gfwite,SC Heerenveen,Heracles Almelo,HEE,HER
733,ctuqamgzrdgmlrz8iv4ge3jai,2020-12-20Z,3kfktv64h7kg7zryax1wktr5r,bk5ltsueqmeng29eovd8m2tml,Alkmaar Zaanstreek,Willem II,AZ,WIL
734,ctzwfc2aeb5we03wvfesqlzsa,2020-12-22Z,3ebril33e08ddzob4bhq8awsr,ed5nwjz5za3oyi20nxzgqivmx,Fortuna Sittard,RKC Waalwijk,FOR,RKC
735,cu7gq7e89pjer0uttymrkf78q,2020-12-22Z,3t0vjqtxc8wpjzv82i3oi2ova,ccpscwdcm65czscrun048ecn5,FC Emmen,FC Utrecht,EMM,UTR
736,cuchyo0sfl5ludm66z42kc8kq,2020-12-22Z,24fvcruwqrqvqa3aonf8c3zuy,cv5ftekuejf0ryxvd5h2my47r,PSV Eindhoven,VVV Venlo,PSV,VVV
737,cujmj5clt9h76b4trvwnjtox6,2020-12-22Z,4tic29sox7m39fy1ztgv0jsiq,89w5c6pw7vn0dxypi61tt0g4k,FC Twente,Sparta Rotterdam,TWE,SPA
738,cuov21rbpwc2vjk371v5dti7e,2020-12-23Z,3kfktv64h7kg7zryax1wktr5r,6hsriqr3ybvyg94w2k19oal50,Alkmaar Zaanstreek,SBV Vitesse,AZ,VIT
739,cuu1xuntwggcnr5wg1emdqxre,2020-12-23Z,bk5ltsueqmeng29eovd8m2tml,d0zdg647gvgc95xdtk1vpbkys,Willem II,AFC Ajax,WIL,AJA
740,cuzbhzo52a3q4vyw9dy70knze,2020-12-23Z,cos9hxi16eitbcbthof7zrm4m,dac758ef858jbq7pcb3gfwite,FC Groningen,Heracles Almelo,GRO,HER
741,cv4touztiof7xidttlu662kiy,2020-12-23Z,e8hiwrw6ocxm5iht6sp7jiv19,2uuh2bir8ktof0uxfo06lb4ox,HFC ADO Den Haag,PEC Zwolle,ADO,PEC
742,cva2nzlxj2cu920b1dukpgqcq,2020-12-23Z,20vymiy7bo8wkyxai3ew494fz,4vd2t5schmvvufrfib7f2vjdf,Feyenoord Rotterdam,SC Heerenveen,FEY,HEE
743,cblk23ogcebym4jq7pr4755ka,2020-12-27Z,ccpscwdcm65czscrun048ecn5,3kfktv64h7kg7zryax1wktr5r,FC Utrecht,Alkmaar Zaanstreek,UTR,AZ
744,cw8fbeuygd9dhw4mcljp7108a,2021-01-09Z,ed5nwjz5za3oyi20nxzgqivmx,e8hiwrw6ocxm5iht6sp7jiv19,RKC Waalwijk,HFC ADO Den Haag,RKC,ADO
745,cvf6xetgjjxx2yp37lui8i3je,2021-01-09Z,3t0vjqtxc8wpjzv82i3oi2ova,4tic29sox7m39fy1ztgv0jsiq,FC Emmen,FC Twente,EMM,TWE
746,cvkhs96e3lerlwns9utvpas8a,2021-01-09Z,dac758ef858jbq7pcb3gfwite,6hsriqr3ybvyg94w2k19oal50,Heracles Almelo,SBV Vitesse,HER,VIT
747,cvprxtawr6dsxtx9vee5pbm96,2021-01-09Z,2uuh2bir8ktof0uxfo06lb4ox,3kfktv64h7kg7zryax1wktr5r,PEC Zwolle,Alkmaar Zaanstreek,PEC,AZ
748,cvzcstmvwbbqg35uk21bv69uy,2021-01-09Z,ccpscwdcm65czscrun048ecn5,cos9hxi16eitbcbthof7zrm4m,FC Utrecht,FC Groningen,UTR,GRO
749,cwh1kw9d78snlbrcw59io8m7e,2021-01-10Z,89w5c6pw7vn0dxypi61tt0g4k,20vymiy7bo8wkyxai3ew494fz,Sparta Rotterdam,Feyenoord Rotterdam,SPA,FEY
750,cwq7bdx7dgu78vaaaufxl3wx6,2021-01-10Z,4vd2t5schmvvufrfib7f2vjdf,3ebril33e08ddzob4bhq8awsr,SC Heerenveen,Fortuna Sittard,HEE,FOR
751,cwxapprmv4govuk148qo8j0q2,2021-01-10Z,cv5ftekuejf0ryxvd5h2my47r,bk5ltsueqmeng29eovd8m2tml,VVV Venlo,Willem II,VVV,WIL
752,cx6g2d7n6yg5felo1w2mzzlgq,2021-01-10Z,d0zdg647gvgc95xdtk1vpbkys,24fvcruwqrqvqa3aonf8c3zuy,AFC Ajax,PSV Eindhoven,AJA,PSV
753,cxfv1y8dwcd6is3erfye7ei5m,2021-01-12Z,6hsriqr3ybvyg94w2k19oal50,ccpscwdcm65czscrun048ecn5,SBV Vitesse,FC Utrecht,VIT,UTR
754,cxn3e2iosyv1df77piyutlrai,2021-01-12Z,dac758ef858jbq7pcb3gfwite,3t0vjqtxc8wpjzv82i3oi2ova,Heracles Almelo,FC Emmen,HER,EMM
755,cxumw1ob0ji2g48ihr603eu0a,2021-01-13Z,24fvcruwqrqvqa3aonf8c3zuy,3kfktv64h7kg7zryax1wktr5r,PSV Eindhoven,Alkmaar Zaanstreek,PSV,AZ
756,cy1ypxg1yrjaucviro231fazu,2021-01-13Z,3ebril33e08ddzob4bhq8awsr,89w5c6pw7vn0dxypi61tt0g4k,Fortuna Sittard,Sparta Rotterdam,FOR,SPA
757,cy7brz9uc7srsqpxyq3szfcyy,2021-01-13Z,e8hiwrw6ocxm5iht6sp7jiv19,cv5ftekuejf0ryxvd5h2my47r,HFC ADO Den Haag,VVV Venlo,ADO,VVV
758,cyg1osifp9409p6g1arj1op62,2021-01-13Z,20vymiy7bo8wkyxai3ew494fz,2uuh2bir8ktof0uxfo06lb4ox,Feyenoord Rotterdam,PEC Zwolle,FEY,PEC
759,cymrrr1jpg9f895d8lesfwewa,2021-01-14Z,4vd2t5schmvvufrfib7f2vjdf,ed5nwjz5za3oyi20nxzgqivmx,SC Heerenveen,RKC Waalwijk,HEE,RKC
760,cywpn8im9dbmg4plmd6iio0h6,2021-01-14Z,4tic29sox7m39fy1ztgv0jsiq,d0zdg647gvgc95xdtk1vpbkys,FC Twente,AFC Ajax,TWE,AJA
761,cz5q0oyacfiq5mvs0edx4ew6i,2021-01-14Z,bk5ltsueqmeng29eovd8m2tml,cos9hxi16eitbcbthof7zrm4m,Willem II,FC Groningen,WIL,GRO
762,czfjumxf98r8ak3o6h9svaaga,2021-01-16Z,3t0vjqtxc8wpjzv82i3oi2ova,6hsriqr3ybvyg94w2k19oal50,FC Emmen,SBV Vitesse,EMM,VIT
763,d10210oghfl7wqcn8tzahib8q,2021-01-16Z,89w5c6pw7vn0dxypi61tt0g4k,24fvcruwqrqvqa3aonf8c3zuy,Sparta Rotterdam,PSV Eindhoven,SPA,PSV
764,czpxkkzo585azo1lam58nv52i,2021-01-16Z,ccpscwdcm65czscrun048ecn5,dac758ef858jbq7pcb3gfwite,FC Utrecht,Heracles Almelo,UTR,HER
765,d08yi4tjzoobertu3745ts9yi,2021-01-16Z,2uuh2bir8ktof0uxfo06lb4ox,3ebril33e08ddzob4bhq8awsr,PEC Zwolle,Fortuna Sittard,PEC,FOR
766,d00jzlfpuhsruygc0nzh0m44q,2021-01-16Z,3kfktv64h7kg7zryax1wktr5r,e8hiwrw6ocxm5iht6sp7jiv19,Alkmaar Zaanstreek,HFC ADO Den Haag,AZ,ADO
767,d0ifk4ozevjjd253sxgbk9ene,2021-01-17Z,ed5nwjz5za3oyi20nxzgqivmx,bk5ltsueqmeng29eovd8m2tml,RKC Waalwijk,Willem II,RKC,WIL
768,d0quw0gx8xzfisacd8jr5kzmy,2021-01-17Z,cos9hxi16eitbcbthof7zrm4m,4tic29sox7m39fy1ztgv0jsiq,FC Groningen,FC Twente,GRO,TWE
769,d1g8yig8soegfagm3f39zi25m,2021-01-17Z,cv5ftekuejf0ryxvd5h2my47r,4vd2t5schmvvufrfib7f2vjdf,VVV Venlo,SC Heerenveen,VVV,HEE
770,d18rowdc3y59o4nl1umznjecq,2021-01-17Z,d0zdg647gvgc95xdtk1vpbkys,20vymiy7bo8wkyxai3ew494fz,AFC Ajax,Feyenoord Rotterdam,AJA,FEY
771,d1uia0o116s6adxk78h0apld6,2021-01-22Z,bk5ltsueqmeng29eovd8m2tml,2uuh2bir8ktof0uxfo06lb4ox,Willem II,PEC Zwolle,WIL,PEC
772,d1m7w5v7ojc01d8c90oxucqcq,2021-01-23Z,e8hiwrw6ocxm5iht6sp7jiv19,3t0vjqtxc8wpjzv82i3oi2ova,HFC ADO Den Haag,FC Emmen,ADO,EMM
773,d221tig22tsntd9sh9bh2hje2,2021-01-23Z,6hsriqr3ybvyg94w2k19oal50,cos9hxi16eitbcbthof7zrm4m,SBV Vitesse,FC Groningen,VIT,GRO
774,d299uo7n47ax0bghq6399sqju,2021-01-23Z,24fvcruwqrqvqa3aonf8c3zuy,ed5nwjz5za3oyi20nxzgqivmx,PSV Eindhoven,RKC Waalwijk,PSV,RKC
775,d2eig338cduc30y3vfmdixffu,2021-01-23Z,dac758ef858jbq7pcb3gfwite,4vd2t5schmvvufrfib7f2vjdf,Heracles Almelo,SC Heerenveen,HER,HEE
776,d2lpa33lyc4zml1ksuubwwcbu,2021-01-24Z,3ebril33e08ddzob4bhq8awsr,d0zdg647gvgc95xdtk1vpbkys,Fortuna Sittard,AFC Ajax,FOR,AJA
